Restaurant Name,Restaurant Area,Restaurant Rating,Restaurant Review,Latitude,Longitude,Website,Restaurant Address,Price for 2,Additional Info,Province,City,District/Kecamatan,Delivery Service,Place Type,Cuisine Regionality,Cuisines,alkoholtersedia,areamerokok,bawapulangtersedia,brunch,buffet,dessertsandbakes,didalamruangan,hanyabawapulang,hanyabir,hanyauntukreservasimeja,hanyawinedanbir,kehidupanmalam,liveentertainment,livemusic,makandengangrup,makanmewah,menyediakancocktail,parkirgratis,parkirvalettersedia,prasmanan,ramahuntukanak,ramahvegetarian,reservasimejadirekomendasikan,rooftop,ruangpribaditersedia,ruangsholat,sarapan,tempatdudukdiluar,wifitersedia
Midori,Bogor Tengah,4.1,175,-6.583666666699999,106.80566666600001,https://www.zomato.com/id/jakarta/midori-bogor-tengah-bogor,"Jl. Pajajaran No. 53, Bogor Tengah, Bogor",200000,"['Alkohol Tersedia', 'Di dalam ruangan', 'Live Music', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Menyediakan cocktail', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",Jawa Barat,Bogor Kota,Bogor Utara,No,['Casual Dining'],"['Indonesia', 'Jepang']","['Sushi', 'Ramen']",1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
WAN 23 Roast Duck,Gajah Mada,4.3,390,-6.145761,106.815468,https://www.zomato.com/id/jakarta/wan-23-roast-duck-gajah-mada,"Citywalk Gajah Mada, Lantai 1, Jl. Gajah Mada No.211, Gajah Mada, Jakarta 11120",250000,"['Ruang Pribadi Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Live Entertainment', 'Bawa Pulang Tersedia']",DKI Jakarta,Jakarta Barat,Tamansari,No,['Casual Dining'],"['Barat', 'Chinese']",['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Caffo,Cibubur,3.7,10,-6.3520491083,106.883124075,https://www.zomato.com/id/jakarta/caffo-cibubur,"Ruko Cibubur Indah, Blok A No. 8, Jl. Raya Lapangan Tembak, Cibubur, Jakarta 13720",150000,"['Ramah untuk Anak', 'Desserts and Bakes', 'Tempat duduk di luar', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Makan Dengan Grup', 'Pesan Antar', 'Wifi Tersedia']",DKI Jakarta,Jakarta Timur,Ciracas,Yes,"['Casual Dining', 'Kafe']","['Asia', 'Barat', 'Indonesia']","['Bubur', 'Kopi']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
The Spoke Bistro,Serpong Utara,3.9,122,-6.242685,106.654936,https://www.zomato.com/id/jakarta/the-spoke-bistro-serpong-utara-tangerang,"Jl. Alam Sutera Boulevard Kav. 12A, Serpong Utara, Tangerang 15325",250000,"['Pesan Antar', 'Ruang Pribadi Tersedia', 'Parkir Gratis', 'Di dalam ruangan', 'Parkir Valet Tersedia', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Pilihan Vegan', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",Banten,Tangerang Selatan,Serpong Utara,Yes,['Casual Dining'],"['Asia', 'Barat']",['Kopi'],0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1
Mana Coffee,Pantai Indah Kapuk,3.5,6,-6.110348999999999,106.739465,https://www.zomato.com/id/jakarta/mana-coffee-pantai-indah-kapuk,"PIK Office, Lantai 8, Jl. Boulevard No. 1, Pantai Indah Kapuk, Jakarta",70000,['Hanya Bawa Pulang'],DKI Jakarta,Jakarta Utara,Penjaringan,No,['Toko Minuman'],['No Region'],"['Kopi', 'Minuman']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J STEAK,Blok M,3.9,83,-6.2449011595,106.795773245,https://www.zomato.com/id/jakarta/j-steak-blok-m,"Jl. Mahakam No. 11, Blok M, Jakarta",40000,"['Parkir Valet Tersedia', 'Wifi Tersedia', 'Reservasi meja direkomendasikan', 'Di dalam ruangan']",DKI Jakarta,Jakarta Selatan,Kebayoran Baru,No,['Casual Dining'],"['No Region', 'Barat', 'Jepang']","['Tea', 'Steak']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Dim Sum Inc.,Kuningan,3.9,633,-6.2220092024,106.83309450700001,https://www.zomato.com/id/jakarta/dim-sum-inc-kuningan,"Plaza Festival, Lantai Lower Ground, Jl. HR Rasuna Said, Kuningan, Jakarta",200000,"['Pesan Antar', 'Sarapan', 'Di dalam ruangan', 'Tempat duduk di luar', 'Reservasi meja direkomendasikan', 'Hanya Bir', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",DKI Jakarta,Jakarta Selatan,Setiabudi,Yes,['Casual Dining'],['Chinese'],['Dimsum'],0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
Riung Gili-Gili,Bogor Timur,4.0,145,-6.611325,106.81275500000001,https://www.zomato.com/id/jakarta/riung-gili-gili-bogor-timur,"Jl. Raya Pajajaran No. 69, Bogor Timur, Bogor",220000,"['Tempat duduk di luar', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",Jawa Barat,Bogor Kota,Bogor Timur,Yes,['Casual Dining'],"['Asia', 'Sunda', 'Indonesia']",['Kopi'],0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
Sesepuh Kopi,Manggarai,3.0,10,-6.212713,106.84361899999999,https://www.zomato.com/id/jakarta/sesepuh-kopi-manggarai,"Jl. Minangkabau No. 40, Manggarai, Jakarta",80000,"['Bawa Pulang Tersedia', 'Wifi Tersedia', 'Tempat duduk di luar', 'Area Merokok']",DKI Jakarta,Jakarta Selatan,Setiabudi,No,['Kafe'],['No Region'],"['Kopi', 'Minuman']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Yolé,Gandaria,3.3,9,-6.244098,106.783915,https://www.zomato.com/id/jakarta/yolé-gandaria,"Gandaria City, Lantai Upper Ground, Jl. Sultan Iskandar Muda, Gandaria, Jakarta",100000,"['Desserts and Bakes', 'Di dalam ruangan', 'Prasmanan', 'Pesan Antar', 'Bawa Pulang Tersedia']",DKI Jakarta,Jakarta Selatan,Kebayoran Lama,No,['Dessert Parlor'],['Indonesia'],['Desserts'],0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tiaphari Resto & Cafe,Serpong Utara,3.8,24,-6.2403889999999995,106.656793,https://www.zomato.com/id/jakarta/tiaphari-resto-cafe-serpong-utara-tangerang,"Sutera Food Park, Jl Alam Sutera Boulevard No. 16C, Serpong Utara, Tangerang",250000,"['Sarapan', 'Di dalam ruangan', 'Tempat duduk di luar', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",Banten,Tangerang Selatan,Serpong Utara,Yes,"['Casual Dining', 'Kafe']","['No Region', 'Indonesia']",['Kopi'],0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
Damas Resto,Kramat Jati,3.4,5,-6.267092,106.860188,https://www.zomato.com/id/jakarta/damas-resto-kramat-jati,"Jl. Raya Condet No. 6, Kramat Jati, Jakarta",100000,"['Tempat duduk di luar', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia', 'Shisha']",DKI Jakarta,Jakarta Timur,Kramatjati,No,['Casual Dining'],['Arab'],"['Seafood', 'Snacks']",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
Fook Yew,Thamrin,4.1,821,-6.19541,106.820123,https://www.zomato.com/id/jakarta/fook-yew-thamrin,"Grand Indonesia Mall, West Mall, Lantai 3A, Jl. M. H. Thamrin No. 1, Thamrin, Jakarta",300000,"['Di dalam ruangan', 'Hanya Wine dan Bir', 'Reservasi meja direkomendasikan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",DKI Jakarta,Jakarta Pusat,Tanah Abang,Yes,['Casual Dining'],['Chinese'],"['Minuman', 'Bubble Tea']",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Baked & Brewed Coffee,Bogor Tengah,4.2,365,-6.5922227383,106.80226150899999,https://www.zomato.com/id/jakarta/baked-brewed-coffee-bogor-tengah-bogor,"Colonial Building, Jl. Salak No. 6, Bogor Tengah, Bogor",150000,"['Desserts and Bakes', 'Tempat duduk di luar', 'Di dalam ruangan', 'Ruang Sholat', 'Area Merokok', 'Pesan Antar']",Jawa Barat,Bogor Kota,Bogor Tengah,Yes,"['Toko Kue & Roti', 'Kafe']","['No Region', 'Indonesia']","['Tea', 'Kopi', 'Minuman', 'Kue & Roti']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1945 Restaurant - Fairmont Jakarta,Senayan,4.0,105,-6.222467158,106.798726357,https://www.zomato.com/id/jakarta/1945-restaurant-fairmont-jakarta-senayan,"Fairmont Jakarta, Jl. Asia Afrika No. 8, Senayan, Jakarta",1000000,"['Bawa Pulang Tersedia', 'Reservasi meja direkomendasikan', 'Alkohol Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Pusat,Tanah Abang,No,['Fine Dining'],['Indonesia'],['Kopi'],1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hot Cwie Mie Malang,Pasar Minggu,3.6,48,-6.295534,106.827477,https://www.zomato.com/id/jakarta/hot-cwie-mie-malang-pasar-minggu,"Jl. TB Simatupang No. 81, Pasar Minggu, Jakarta",180000,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Pesan Antar']",DKI Jakarta,Jakarta Selatan,Pasar Minggu,Yes,['Quick Bites'],"['Jawa', 'Indonesia']",['Bakmi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nubi Coffee And Bites,Fatmawati,3.9,69,-6.279167,106.800618,https://www.zomato.com/id/jakarta/nubi-coffee-and-bites-fatmawati,"Jl. Gaharu I 6A, Fatmawati, Jakarta 12410",80000,"['Ruang Pribadi Tersedia', 'Parkir Gratis', 'Sarapan', 'Tempat duduk di luar', 'Di dalam ruangan', 'Live Music', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Live Entertainment', 'Area Merokok', 'Karaoke', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",DKI Jakarta,Jakarta Selatan,Cilandak,Yes,['Kafe'],['No Region'],"['Kopi', 'Minuman']",0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1
Waroeng Rempah JKT,Kota,3.9,15,-6.137555,106.806853,https://www.zomato.com/id/jakarta/waroeng-rempah-jkt-kota,"Jl. Pejagalan I No. 12, Kota, Jakarta",100000,"['Tempat duduk di luar', 'Di dalam ruangan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",DKI Jakarta,Jakarta Barat,Tambora,Yes,['Quick Bites'],['Indonesia'],['Kopi'],0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
RM Indah Jaya Minang,Pinang,4.0,119,-6.2365012698,106.659421809,https://www.zomato.com/id/jakarta/rm-indah-jaya-minang-pinang-tangerang,"Ruko Jalur Sutera, Blok 29C No. 46-48, Jl. Alam Sutera Boulevard, Pinang, Tangerang",100000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",Banten,Tangerang Selatan,Serpong Utara,No,['Quick Bites'],"['Sumatera', 'Padang']",['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden Egg Bakery,Penjaringan,3.6,47,-6.1273061904,106.790621727,https://www.zomato.com/id/jakarta/golden-egg-bakery-penjaringan,"Emporium Pluit Mall, Lantai Lower Ground Mezzanine, Jl. Pluit Selatan Raya, Penjaringan, Jakarta",100000,"['Hanya Bawa Pulang', 'Desserts and Bakes']",DKI Jakarta,Jakarta Utara,Penjaringan,No,['Toko Kue & Roti'],['No Region'],"['Desserts', 'Kue & Roti']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakmi Loncat,Green Ville,3.8,55,-6.167852,106.767547,https://www.zomato.com/id/jakarta/bakmi-loncat-1-green-ville,"Ruko Taman Ratu Indah, Jl. Ratu Kemuning, Blok D1 No. 47, Green Ville, Jakarta",100000,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Sarapan', 'Pesan Antar']",DKI Jakarta,Jakarta Barat,Kebon Jeruk,No,['Quick Bites'],"['Indonesia', 'Chinese']",['Bakmi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lotus Mie Udang Singapore,Penjaringan,3.7,23,-6.1288416479,106.79269071600001,https://www.zomato.com/id/jakarta/lotus-mie-udang-singapore-penjaringan,"Komplek Karina Sayang 2, Blok B No. 5, Jl. Jembatan Tiga, Penjaringan, Jakarta",100000,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Sarapan', 'Pesan Antar']",DKI Jakarta,Jakarta Utara,Penjaringan,Yes,['Quick Bites'],"['Singapura', 'Asia', 'Indonesia']","['Bakmi', 'Seafood']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gumati Cafe and Resto,Bogor Tengah,3.3,92,-6.6013531446,106.792700439,https://www.zomato.com/id/jakarta/gumati-cafe-and-resto-bogor-tengah-bogor,"Jl. Paledang No. 26 & 28, Bogor Tengah, Bogor 16122",200000,"['Brunch', 'Ruang Pribadi Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Live Entertainment', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",Jawa Barat,Bogor Kota,Bogor Tengah,Yes,"['Casual Dining', 'Kafe']","['No Region', 'Barat', 'Fusion', 'Indonesia']",['Kopi'],0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
Nasi Goreng Kebuli Apjay,Dharmawangsa,4.3,467,-6.2500680762,106.799879372,https://www.zomato.com/id/jakarta/nasi-goreng-kebuli-apjay-dharmawangsa,"Jl. Panglima Polim 9, Dharmawangsa, Jakarta",70000,"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan']",DKI Jakarta,Jakarta Selatan,Kebayoran Baru,No,['Kaki Lima'],"['Arab', 'Indonesia']",['Makanan Jalanan'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ikan Bakar Bambu Haur,Sentul,3.7,24,-6.524617,106.845824,https://www.zomato.com/id/jakarta/ikan-bakar-bambu-haur-sentul-bogor,"Jl. Alternatif Sentul No. 38, Sentul, Bogor",100000,"['Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Bawa Pulang Tersedia']",Jawa Barat,Bogor Kabupaten,Babakan Madang,No,['Casual Dining'],"['Asia', 'Chinese', 'Indonesia']",['Seafood'],0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
The Halal Guys,Thamrin,4.0,334,-6.1948360000000005,106.81981299999998,https://www.zomato.com/id/jakarta/the-halal-guys-1-thamrin,"Grand Indonesia Mall, West Mall, Lantai 5, FoodPrint, Jl. M. H. Thamrin No. 1, Thamrin, Jakarta",200000,"['Prasmanan', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Pesan Antar']",DKI Jakarta,Jakarta Pusat,Tanah Abang,Yes,['Food Court'],['Timur Tengah'],['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sate Khas Senayan,Penjaringan,3.1,71,-6.126900156900001,106.790807135,https://www.zomato.com/id/jakarta/sate-khas-senayan-penjaringan,"Emporium Pluit Mall, Lantai 2, Jl. Pluit Selatan Raya, Penjaringan, Jakarta",280000,"['Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",DKI Jakarta,Jakarta Utara,Penjaringan,No,['Casual Dining'],['Indonesia'],['Satay'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
House89 Restaurant & Cafe,Tanjung Duren,3.6,14,-6.1780596126,106.780242919,https://www.zomato.com/id/jakarta/house89-restaurant-cafe-tanjung-duren,"Jl. Tanjung Duren Barat IV No. 1, Tanjung Duren, Jakarta 11470",250000,"['Ruang Pribadi Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan', 'Sarapan', 'Parkir Valet Tersedia', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Hanya Bir', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",DKI Jakarta,Jakarta Barat,Grogol Petamburan,No,"['Casual Dining', 'Kafe']","['No Region', 'Indonesia']",['Kopi'],0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1
"Ayam Bakar ""Kambal""",Senopati,3.5,46,-6.2396162071,106.81199189200001,https://www.zomato.com/id/jakarta/ayam-bakar-kambal-senopati,"Jl. Cipaku 1 No. 19, Senopati, Jakarta",100000,"['Sarapan', 'Di dalam ruangan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",DKI Jakarta,Jakarta Selatan,Kebayoran Baru,No,['Quick Bites'],['Jawa'],['Ayam'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Bakmi Afu,Tanah Abang,3.7,15,-6.178108,106.815179,https://www.zomato.com/id/jakarta/bakmi-afu-tanah-abang,"Jl. Petojo Sabangan X No. 4, Tanah Abang, Jakarta",80000,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']",DKI Jakarta,Jakarta Pusat,Gambir,No,['Quick Bites'],"['Indonesia', 'Chinese']",['Bakmi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hoque's Kitchen,Pinang,3.8,30,-6.210043555,106.636976748,https://www.zomato.com/id/jakarta/hoques-kitchen-pinang-tangerang,"Ruko Premier Park, Jl. Premier Park II, Pinang, Tangerang",100000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",Banten,Tangerang Kota,Tangerang,No,['Quick Bites'],"['Asia', 'Itali', 'Barat']",['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Es Campur Ko Acia,Sawah Besar,3.5,6,-6.1483989999999995,106.829994,https://www.zomato.com/id/jakarta/es-campur-ko-acia-sawah-besar,"Jl. Dwiwarna Raya No 5, Sawah Besar, Jakarta",50000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Pusat,Sawah Besar,No,['Quick Bites'],['Indonesia'],['Snacks'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelangi,Menteng,4.1,158,-6.187037,106.83143999999999,https://www.zomato.com/id/jakarta/pelangi-menteng,"Jl. Johar No. 16, Menteng, Jakarta",200000,"['Tempat duduk di luar', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",DKI Jakarta,Jakarta Pusat,Menteng,No,['Casual Dining'],['Makassar'],['Kopi'],0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
Mbah Jingkrak,Setu,3.9,54,-6.33094,106.6855,https://www.zomato.com/id/jakarta/mbah-jingkrak-setu-tangerang,"Jl. Ciater Barat No. 25, Setu, Tangerang",120000,"['Bawa Pulang Tersedia', 'Reservasi meja direkomendasikan', 'Di dalam ruangan']",Banten,Tangerang Selatan,Serpong,No,['Casual Dining'],['Indonesia'],['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rendezvous,Menteng,4.4,293,-6.1870400000000005,106.83254299999999,https://www.zomato.com/id/jakarta/rendezvous-menteng,"Jl. Johar No. 2B-C, Menteng, Jakarta",350000,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Pesan Antar']",DKI Jakarta,Jakarta Pusat,Menteng,Yes,['Casual Dining'],['Chinese'],['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Atap Rumah,Bendungan Hilir,3.6,28,-6.2067064574,106.804466955,https://www.zomato.com/id/jakarta/atap-rumah-bendungan-hilir,"Jl. Penjernihan IV No. 9, Bendungan Hilir, Jakarta",100000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Pusat,Tanah Abang,No,['Quick Bites'],"['Itali', 'Indonesia']",['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pesto Autentico,Serpong,3.9,147,-6.302761,106.65491899999999,https://www.zomato.com/id/jakarta/pesto-autentico-serpong-tangerang,"Green Office Park BSD City, The Breeze, Jl. Grand Boulevard BSD, Serpong, Tangerang",450000,"['Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Hanya Bir', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",Banten,Tangerang Kabupaten,Cisauk,No,['Casual Dining'],['Itali'],"['Sushi', 'Steak']",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
De Hooi,Pondok Indah,4.3,460,-6.2863050000000005,106.78083000000001,https://www.zomato.com/id/jakarta/de-hooi-pondok-indah,"Pondok Indah Plaza 2, Jl. Metro Pondok Indah, Pondok Indah, Jakarta",350000,"['Alkohol Tersedia', 'Sarapan', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Live Entertainment', 'Area Merokok', 'Meja Billiard', 'Kehidupan Malam', 'Wifi Tersedia']",DKI Jakarta,Jakarta Selatan,Kebayoran Lama,No,['Bar'],"['Barat', 'Indonesia']",['Kopi'],1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
Soto Mie Mang Ohim,Tanah Sareal,3.6,20,-6.568482,106.785504,https://www.zomato.com/id/jakarta/soto-mie-mang-ohim-tanah-sareal-bogor,"Jl. Taman Cimanggu No. 22, Tanah Sareal, Bogor",80000,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']",Jawa Barat,Bogor Kota,Tanah Sereal,No,['Quick Bites'],"['Sunda', 'Indonesia']","['Bakmi', 'Soto']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Crunchaus Salads,Pondok Indah,4.1,76,-6.266158,106.784876,https://www.zomato.com/id/jakarta/crunchaus-salads-pondok-indah,"Pondok Indah Mall 1, Lantai 1, Area 51, Jl. Metro Pondok Indah, Pondok Indah, Jakarta",130000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Selatan,Kebayoran Lama,No,['Quick Bites'],['Indonesia'],['Makanan Sehat'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seafood Ayu,Kelapa Gading,4.3,502,-6.1559017757,106.89535193100001,https://www.zomato.com/id/jakarta/seafood-ayu-kelapa-gading,"Ruko Inkopal, Blok A, Jl. Boulevard Barat, Kelapa Gading, Jakarta",200000,"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan']",DKI Jakarta,Jakarta Utara,Kelapa Gading,No,['Kaki Lima'],['Asia'],"['Seafood', 'Makanan Jalanan']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Delicious Bakery,Sudirman,3.2,9,-6.2037093177,106.820451915,https://www.zomato.com/id/jakarta/delicious-bakery-sudirman,"Wisma BNI 46, Lantai Ground, Jl. Jenderal Sudirman, Sudirman, Jakarta",70000,"['Hanya Bawa Pulang', 'Desserts and Bakes']",DKI Jakarta,Jakarta Pusat,Tanah Abang,No,['Toko Kue & Roti'],['No Region'],"['Deli', 'Kue & Roti']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ten Gram Cafe,Fatmawati,3.1,4,-6.277776,106.799139,https://www.zomato.com/id/jakarta/ten-gram-cafe-fatmawati,"Jl. Cipete Raya No. 16, Fatmawati, Jakarta",80000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Selatan,Cilandak,No,"['Quick Bites', 'Kafe']",['No Region'],['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lekker Story,Tanjung Duren,3.9,92,-6.1803772435000015,106.783583611,https://www.zomato.com/id/jakarta/lekker-story-tanjung-duren,"Jl. Tanjung Duren Raya No. 17B, Tanjung Duren, Jakarta",50000,"['Desserts and Bakes', 'Tempat duduk di luar', 'Di dalam ruangan', 'Area Merokok', 'Bawa Pulang Tersedia']",DKI Jakarta,Jakarta Barat,Grogol Petamburan,No,['Quick Bites'],['Indonesia'],['Makanan Jalanan'],0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Icon05 Coffee & Resto,Pondok Aren,3.9,180,-6.270556,106.730135,https://www.zomato.com/id/jakarta/icon05-coffee-resto-pondok-aren,"Jl. Bintaro Utama 5, Blok EA-2 No. 47 Bintaro Jaya,, Tangerang, Pondok Aren, Jakarta",210000,"['Desserts and Bakes', 'Sarapan', 'Di dalam ruangan', 'Ruang Sholat', 'Live Entertainment', 'Area Merokok', 'Pesan Antar', 'Wifi Tersedia']",Banten,Tangerang Selatan,Ciputat Timur,Yes,"['Toko Kue & Roti', 'Kafe']","['No Region', 'Indonesia']","['Kopi', 'Minuman', 'Kue & Roti']",0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
