,Restaurant Name,Place Type,Cuisines,Cuisine Regionality,Price for 2,Restaurant Address,Restaurant Rating,Restaurant Review,City,Province,Latitude,Longitude
109,Puyo Silky Desserts,['Dessert Parlor'],['Desserts'],['Indonesia'],40000,"Kota Kasablanka, Lantai Lower Ground, Jl. Casablanca Raya, Tebet, Jakarta",4.1,168,Jakarta Selatan,DKI Jakarta,-6.223307,106.842676
110,Pondok Makan Mirah,['Quick Bites'],['Seafood'],['Indonesia'],120000,"Jl. Tebet Barat Dalam Raya No. 57, Tebet, Jakarta",3.8,38,Jakarta Selatan,DKI Jakarta,-6.238773,106.847673
111,Palm Court - Four Seasons,['Casual Dining'],['Kopi'],['Indonesia'],500000,"Four Seasons Hotel Jakarta, Jl. Jend. Gatot Subroto Kav. 18, Gatot Subroto, Jakarta 12710",4.1,101,Jakarta Selatan,DKI Jakarta,-6.232586,106.819667
112,Teh Tarik Johny,['Quick Bites'],['Tea'],['Aceh'],150000,"Jl. Senopati No. 33, Senopati, Jakarta",2.9,8,Jakarta Selatan,DKI Jakarta,-6.2310465854,106.80882018
113,Soto Padang H. St. Mangkuto,['Quick Bites'],['Soto'],"['Indonesia', 'Padang']",130000,"Jl. KH Ahmad Dahlan No. 22B, Pondok Indah, Jakarta",3.9,61,Jakarta Selatan,DKI Jakarta,-6.24702,106.791828
114,Sushikaki,['Quick Bites'],['Sushi'],"['Indonesia', 'Jepang']",100000,"Jl. Raya Pajajaran No. 21C, Bogor Tengah, Bogor",3.8,64,Bogor Kota,Jawa Barat,-6.591612573099999,106.804932318
115,Santiga Seafood (Abeng),['Quick Bites'],['Seafood'],['Asia'],200000,"Jl. Fatmawati Raya No 41, Fatmawati, Jakarta",4.2,131,Jakarta Selatan,DKI Jakarta,-6.266848,106.797518
116,Bendino Cafea,['Kafe'],['Kopi'],"['No Region', 'Asia']",100000,"Jl. IKPN No.4, Bintaro, Jakarta",3.6,31,Jakarta Selatan,DKI Jakarta,-6.26009,106.769976
117,Khao Khao Urban Thai,['Quick Bites'],['Kopi'],"['Thai', 'Indonesia']",150000,"Neo SOHO Mall, Lantai Lower Mezzaine, Jl. Letjen S. Parman, Tanjung Duren, Jakarta",4.5,738,Jakarta Barat,DKI Jakarta,-6.1748139789,106.79029416200001
118,Domino's Pizza,['Quick Bites'],"['Makanan Cepat Saji', 'Pizza']",['Indonesia'],160000,"Garden Shopping Arcade, Jl. S.Parman Blok B No.08, Tanjung Duren, Jakarta, Tanjung Duren, Jakarta",3.6,4,Jakarta Barat,DKI Jakarta,-6.17658763,106.790089309
119,ROMANSA,['Casual Dining'],['Kopi'],"['Barat', 'Indonesia']",150000,"Jl. H. Agus Salim No. 18, Menteng, Jakarta 10340",3.8,274,Jakarta Pusat,DKI Jakarta,-6.183633,106.82466
120,Paramount Cantonese,['Casual Dining'],['Kopi'],['Chinese'],330000,"Jl. R.P. Soeroso No. 35, Menteng, Jakarta",4.0,98,Jakarta Pusat,DKI Jakarta,-6.192888,106.836418
121,Jiwa Toast,['Quick Bites'],"['Minuman', 'Kue & Roti']",['Indonesia'],80000,"Jl. Tanjung Duren Raya No.55, Tanjung Duren, Jakarta",3.4,32,Jakarta Barat,DKI Jakarta,-6.1741149834,106.783524267
122,Yoshinoya,['Quick Bites'],['Makanan Cepat Saji'],['Jepang'],100000,"Jl. Mangga Besar Raya No. 90, Sawah Besar, Jakarta",3.2,23,Jakarta Barat,DKI Jakarta,-6.148736,106.826498
123,Bakmi Aboen,['Quick Bites'],['Bakmi'],"['Indonesia', 'Chinese']",70000,"Jl. Gang Kelinci No. 16, Pasar Baru, Jakarta",4.3,329,Jakarta Pusat,DKI Jakarta,-6.162337,106.833508
124,Mie Alip,['Quick Bites'],"['Bakmi', 'Bakso']",['Indonesia'],80000,"Jl. Sukarjo Wiryopranoto No. 20C, Pecenongan, Jakarta",4.0,177,Jakarta Pusat,DKI Jakarta,-6.16045,106.822465
125,Capstone Resto & Cafe,"['Casual Dining', 'Kafe']",['Kopi'],"['No Region', 'Indonesia', 'Barat']",120000,"Jl. Sancang No. 2, Bogor Tengah, Bogor",2.9,14,Bogor Kota,Jawa Barat,-6.591487009500001,106.80624928299999
126,Kopimana27,"['Quick Bites', 'Kafe']","['Kopi', 'Minuman']","['No Region', 'Barat', 'Asia']",130000,"Jl. Prof. Dr. Soepomo No. 45, Tebet, Jakarta 12810",4.5,500,Jakarta Selatan,DKI Jakarta,-6.239431,106.845581
127,Yoshinoya,['Quick Bites'],['Makanan Cepat Saji'],['Jepang'],100000,"Puri Indah Mall, Lantai 2, Jl. Puri Indah Raya, Puri Indah, Jakarta",3.9,86,Jakarta Barat,DKI Jakarta,-6.1888913585,106.733838021
128,Bogor Cafe - Hotel Borobudur,"['Casual Dining', 'Kafe']",['Kopi'],"['Indonesia', 'Jawa', 'No Region', 'Sunda', 'Kontinental']",450000,"Hotel Borobudur, Jl. Lapangan Banteng Selatan, Pasar Baru, Jakarta",4.2,261,Jakarta Pusat,DKI Jakarta,-6.172184,106.835465
129,Crunchaus Salads,['Quick Bites'],['Makanan Sehat'],['Indonesia'],130000,"Pacific Century Place, PAC 10, Food Pavilion. Jl. Jend. Sudirman No. 52-53, SCBD, Jakarta",3.4,5,Jakarta Selatan,DKI Jakarta,-6.227671,106.808642
130,Kinkitsuya,['Kafe'],['Kopi'],['Jepang'],150000,"Ruko Cordoba, Blok H No. 25, Bukit Golf Mediterania, Jl. Marina Indah Raya, Pantai Indah Kapuk, Jakarta",3.7,14,Jakarta Utara,DKI Jakarta,-6.1101238339999995,106.741125918
131,Kedai Bakmi Babat Senen,['Quick Bites'],"['Bakmi', 'Bakso', 'Makanan Jalanan']",['Indonesia'],80000,"Jl. Kramat Raya No. 118, Senen, Jakarta",3.5,54,Jakarta Pusat,DKI Jakarta,-6.1852141363,106.8439655
132,Pick Cup,['Toko Minuman'],['Minuman'],['Indonesia'],40000,"Ruko Tanah Abang Bukit, Jl. Ps. Tanah Abang, Tanah Abang, Jakarta",3.4,9,Jakarta Pusat,DKI Jakarta,-6.186671,106.815288
133,Hiroyuki Ramen,['Quick Bites'],['Ramen'],"['Indonesia', 'Jepang']",100000,"Jl. Tanjung Duren Barat 1 No. 11, Tanjung Duren, Jakarta",3.4,4,Jakarta Barat,DKI Jakarta,-6.173889019600001,106.782583729
134,Maketh Coffee & Eatery,['Kafe'],"['Tea', 'Kopi', 'Minuman', 'Desserts']","['No Region', 'Barat', 'Asia']",150000,"Jl. Danau Agung 2 No. 15A, Sunter, Jakarta 14350",4.1,116,Jakarta Utara,DKI Jakarta,-6.144581,106.864264
135,Suasana Restaurant - The Kuningan Suites,['Casual Dining'],['Kopi'],['Indonesia'],400000,"The Kuningan Suites, Lantai Ground, Jl. Setiabudi Utara, Setiabudi, Jakarta",3.9,76,Jakarta Selatan,DKI Jakarta,-6.2073567463999995,106.82758927299999
136,Osaka Ohsho,['Casual Dining'],['Kopi'],['Jepang'],250000,"Grand Indonesia Mall, West Mall, Lantai 3A, Jl. M.H. Thamrin No. 1, Thamrin, Jakarta",4.1,245,Jakarta Pusat,DKI Jakarta,-6.195372,106.820456
137,Lewis & Carroll Tea,['Kafe'],"['Tea', 'Kopi']","['No Region', 'Barat']",250000,"Grand Indonesia Mall, Lantai Upper Ground, Central Department Store, Jl. M.H. Thamrin No. 1, Thamrin, Jakarta",4.3,496,Jakarta Pusat,DKI Jakarta,-6.196439,106.822212
138,Saung Apung,['Casual Dining'],['Kopi'],"['Sunda', 'Indonesia']",180000,"Villa Nusa Indah 2, Jl. Campur Sari 3, Blok GG No. 1, Jatiasih, Bekasi",3.7,54,Bogor Kabupaten,Jawa Barat,-6.317335,106.971389
139,Mpek Mpek & Es Campur Nana,['Quick Bites'],['Pempek'],['Palembang'],100000,"Ruko Colosseum No. 29, Jl. Green Lake City Boulevard, Cipondoh, Tangerang",3.9,34,Tangerang Kota,Banten,-6.1843421589,106.707384064
140,Ono Steak,['Quick Bites'],"['Tea', 'Steak']","['No Region', 'Barat', 'Indonesia']",150000,"Jl. Pandu Raya No. 52, Bogor Utara, Bogor",3.8,28,Bogor Kota,Jawa Barat,-6.582279,106.817626
141,Alibaba Seafood,['Quick Bites'],['Seafood'],['Asia'],100000,"Jl. Tubagus Angke, Blok A No. 5, Jelambar, Jakarta",3.6,13,Jakarta Barat,DKI Jakarta,-6.147469,106.774448
142,Jun Njan,['Casual Dining'],['Seafood'],['Chinese'],280000,"Mall of Indonesia, Lantai 1, Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta",3.9,80,Jakarta Utara,DKI Jakarta,-6.1511226176,106.89248833799999
143,Kebab Turki AB,['Quick Bites'],['Kebab'],['Turki'],50000,"Pasar Mayestik, Lantai Ground, Jl. Tebah, Blok M, Jakarta",4.2,117,Jakarta Selatan,DKI Jakarta,-6.241069,106.790928
144,Amen Express,['Casual Dining'],"['Dimsum', 'Bakmi']","['Indonesia', 'Chinese']",150000,"Jl. Raya Hanjawar No. 8, Cisarua, Bogor",3.6,14,Cianjur,Jawa Barat,-6.713331,107.022429
145,Hugo Soju Bar & Eatery,"['Casual Dining', 'Bar']",['Kopi'],"['Barat', 'Itali', 'Asia']",250000,"Ruko Garden House, Blok B No. 26, Bukit Golf Mediterania, Pantai Indah Kapuk, Jakarta",4.2,328,Jakarta Utara,DKI Jakarta,-6.1105178789,106.73782713700001
146,Kebun Kopi & Kitchen,['Kafe'],"['Tea', 'Kopi', 'Minuman']","['No Region', 'Barat']",120000,"Jl. Festival Ave Blok AA 16 No. 37, Lambang Sari, Mustikajaya, Bekasi",3.7,22,Bekasi Kabupaten,Jawa Barat,-6.2791762299,107.04574272
147,Ayam Goreng Buni,['Quick Bites'],['Ayam'],['Indonesia'],100000,"Jl. Mangga Besar I No. 42, Mangga Besar, Jakarta",3.3,10,Jakarta Barat,DKI Jakarta,-6.1475019999999985,106.818611
148,Thai Street,['Food Court'],['Kopi'],['Thai'],200000,"Emporium Pluit Mall, Food Empire, Lantai 4, Jl. Pluit Selatan Raya, Pluit, Jakarta",2.5,7,Jakarta Utara,DKI Jakarta,-6.127225,106.791168
149,Street Kings,['Quick Bites'],['Kebab'],['Barat'],160000,"Ciputra World, Lotte Shopping Avenue, Lantai Lower Ground, Jl. Prof Dr Satrio, Karet, Jakarta",4.0,89,Jakarta Selatan,DKI Jakarta,-6.224062,106.82313700000002
150,Bakmie Atham,['Quick Bites'],['Bakmi'],"['Indonesia', 'Chinese']",120000,"Jl. Kelapa Kopyor Raya, Blok W1 No.14, Kelapa Gading, Jakarta",3.7,72,Jakarta Utara,DKI Jakarta,-6.171838,106.905353
151,Seorae,['Casual Dining'],"['Grill House', 'Barbekyu']",['Korea'],250000,"Flavor Bliss Kavling ll no 5A, Jl. Alam Sutera Boulevard No.Utama, Pakulonan, North Serpong, South Tangerang City, Banten 15325",4.0,240,Tangerang Selatan,Banten,-6.241971,106.65155
152,Kembang Goela,['Casual Dining'],['Satay'],"['Indonesia', 'Betawi']",400000,"Plaza Sentral, Jl. Jenderal Sudirman, Sudirman, Jakarta",4.4,306,Jakarta Selatan,DKI Jakarta,-6.217047,106.816548
153,Khubilai Khan Mongolian Hot Pot,['Casual Dining'],['Grill House'],['Mongolia'],500000,"Jl. Panjang No. 22, Kebon Jeruk, Jakarta 11530",4.0,194,Jakarta Barat,DKI Jakarta,-6.1943318137,106.76929950700001
154,"Mie Keriting Benhil ""Mas Pujo""",['Quick Bites'],['Bakmi'],['Indonesia'],50000,"Jl. Bendungan Hilir Raya, Bendungan Hilir, Jakarta",3.4,27,Jakarta Pusat,DKI Jakarta,-6.2133872976,106.812927648
155,Moreau Chocolatier's Cafe,['Kafe'],['Desserts'],['No Region'],150000,"Jl. Kemang Raya No. 24, Kemang, Jakarta 12730",4.0,86,Jakarta Selatan,DKI Jakarta,-6.2605427326,106.81525547
156,Kopitelu,['Kafe'],"['Tea', 'Kopi', 'Minuman']","['No Region', 'Indonesia']",100000,"Jl. Petogogan 1 No.6A, Pondok Indah, Jakarta 12140",3.4,17,Jakarta Selatan,DKI Jakarta,-6.25403,106.794089
157,Tomang Cakwe,['Quick Bites'],"['Martabak', 'Makanan Jalanan']",['Indonesia'],80000,"Jl. Kebon Jeruk Raya No. 8, Kemanggisan, Jakarta",3.5,18,Jakarta Barat,DKI Jakarta,-6.200871,106.782412
158,D' Crepes,"['Toko Kue & Roti', 'Quick Bites']","['Desserts', 'Snacks', 'Kue & Roti']",['Indonesia'],50000,"One Bel Park, Lantai 1, Jl. Raya Fatmawati, Fatmawati, Jakarta",3.5,6,Jakarta Selatan,DKI Jakarta,-6.304574,106.795024
159,Le Gourmet,['Toko Kue & Roti'],"['Desserts', 'Kue & Roti']",['Indonesia'],50000,"Jl. Johar No. 1A, Menteng, Jakarta",3.7,26,Jakarta Pusat,DKI Jakarta,-6.187566,106.83284
160,FLYNN Dine & Bar,['Casual Dining'],['Kopi'],['Barat'],350000,"Menara Rajawali, Lantai Ground, Jl. Dr Ide Anak Agung Gde Agung, Kuningan, Jakarta",4.2,142,Jakarta Selatan,DKI Jakarta,-6.227778,106.825985
161,Klappertaart Huize & Resto,"['Toko Kue & Roti', 'Quick Bites']",['Kue & Roti'],"['Indonesia', 'Barat']",100000,"Jl. Pangrango No. 25, Bogor Tengah, Bogor",4.1,271,Bogor Kota,Jawa Barat,-6.5911639413,106.803436316
162,Pool Bar - Shangri-La Hotel,['Kafe'],['Kopi'],['Indonesia'],300000,"Shangri-La Hotel, Jl. Jend. Sudirman, Sudirman, Jakarta",3.9,6,Jakarta Pusat,DKI Jakarta,-6.203164684400001,106.81874200700001
163,De'Savanna - Royal Safari Garden,['Casual Dining'],['Kopi'],['Indonesia'],300000,"Royal Safari Garden, Jl. Raya Puncak No. 601, Cisarua, Bogor",3.0,11,Bogor Kabupaten,Jawa Barat,-6.678992,106.931602
164,Chopstix,['Quick Bites'],['Kopi'],"['Peranakan', 'Chinese']",120000,"Plaza Indonesia, Lantai Basement, Jl. M. H. Thamrin, Thamrin, Jakarta",3.0,123,Jakarta Pusat,DKI Jakarta,-6.1926260000000015,106.821697
165,Sushimas,['Quick Bites'],['Sushi'],['Jepang'],100000,"Jl. Raya Tengah No. 29, Kramat Jati, Jakarta",4.1,173,Jakarta Timur,DKI Jakarta,-6.2910650000000015,106.860196
166,Dynamic,['Toko Kue & Roti'],"['Desserts', 'Kue & Roti']",['Indonesia'],50000,"Central Park, Lantai Lower Ground, Jl. Letjen S. Parman, Tanjung Duren, Jakarta",3.4,28,Jakarta Barat,DKI Jakarta,-6.178069945800001,106.790752485
167,Hokkien Mie Medan 139,['Quick Bites'],['Bakmi'],"['Medan', 'Indonesia']",110000,"Pasar Teluk Gong, Blok A No. 39, Jl. K No. 1, Jelambar, Jakarta",3.9,8,Jakarta Utara,DKI Jakarta,-6.136746,106.781848
168,Soto Betawi H. Mamat,['Quick Bites'],['Soto'],"['Indonesia', 'Betawi']",70000,"Jl. Boulevard Raya Gading Serpong Blok AA4 No. 23, Serpong Utara, Tangerang",4.0,108,Tangerang Kabupaten,Banten,-6.2369585461,106.631121486
169,Martabak Alim,['Quick Bites'],"['Martabak', 'Makanan Jalanan']",['Indonesia'],60000,"Jl. Tanjung Duren Raya No. 52A, Tanjung Duren, Jakarta",2.9,42,Jakarta Barat,DKI Jakarta,-6.1818192162,106.783608086
170,Pondok Tuna,['Quick Bites'],['Kopi'],['Indonesia'],130000,"Rukan Crown, Blok M No. 11, Jl. Green Lake City Boulevard, Cipondoh, Tangerang",3.9,41,Tangerang Kota,Banten,-6.1890330203,106.70353744100001
171,Penny Lane Bar & Resto,['Bar'],['Snacks'],['Indonesia'],200000,"Rumah Genjing, Jl. Pramuka Raya No. 56, Cempaka Putih, Jakarta 10570",3.6,78,Jakarta Pusat,DKI Jakarta,-6.1935888459,106.861831024
172,Bebek Malio,['Quick Bites'],['Bebek'],['Jawa'],70000,"Jl. Tebet Timur Dalam Raya No. 117, Tebet, Jakarta",4.3,463,Jakarta Selatan,DKI Jakarta,-6.237724,106.857036
173,In Suki Restaurant,['Casual Dining'],['Kopi'],"['Indonesia', 'Chinese']",150000,"Jl. Teluk Gong Raya, RT.1/RW.9, Penjaringan, Jakarta",3.0,5,Jakarta Utara,DKI Jakarta,-6.137831285800001,106.785055808
174,Anie Cake,['Toko Kue & Roti'],"['Ayam', 'Kue & Roti']",['Indonesia'],30000,"Jl. Hayam Wuruk No. 32, Hayam Wuruk, Jakarta",3.4,9,Jakarta Pusat,DKI Jakarta,-6.1608672276,106.819647587
175,Sport Stube German Resto & Bar,['Casual Dining'],['Kopi'],"['Jerman', 'Indonesia']",300000,"Pondok Indah Golf Gallery, Jl. Metro Pondok Indah, Pondok Indah, Jakarta",3.8,91,Jakarta Selatan,DKI Jakarta,-6.268447,106.784832
176,Al Nafoura - Le Meridien Hotel,"['Fine Dining', 'Casual Dining']",['Kopi'],"['Libanon', 'Timur Tengah']",800000,"Le Meridien Jakarta, Jl. Jenderal Sudirman Kav. 18-20, Sudirman, Jakarta",4.1,126,Jakarta Pusat,DKI Jakarta,-6.2134819566,106.81890126299999
177,Waroeng Sunda,['Quick Bites'],['Seafood'],['Sunda'],120000,"Jl. Panjang No. 57, Green Ville, Jakarta",3.8,145,Jakarta Barat,DKI Jakarta,-6.187975,106.768774
178,Kopi Kenalan by Imah Nini,"['Quick Bites', 'Kafe']","['Kopi', 'Minuman', 'Desserts']","['Indonesia', 'No Region', 'Itali', 'Barat']",150000,"Jl. Sancang No. 7B, Bogor Tengah, Bogor",3.9,53,Bogor Kota,Jawa Barat,-6.5911399999999984,106.806067
179,Smol Eatery,"['Quick Bites', 'Kafe']",['Kopi'],"['Amerika', 'Asia', 'Indonesia']",200000,"Pujasera Danau Bogor Raya, Jl. Danau Bogor Raya Blok C1 No. C1, Bogor Timur, Bogor",3.4,5,Bogor Kota,Jawa Barat,-6.603590924400001,106.82929079899999
180,"Pecel Lele ""Pak Jo""",['Casual Dining'],['Seafood'],"['Jawa', 'Indonesia']",150000,"Jl. Raya Serpong No. 25, Serpong Utara, Tangerang",3.5,64,Tangerang Selatan,Banten,-6.242275,106.648348
181,Dimyltee Pizza,['Casual Dining'],['Pizza'],['Itali'],170000,"Jl. Ratu Kemuning, Blok A2 No. 2D, Green Ville, Jakarta",4.5,432,Jakarta Barat,DKI Jakarta,-6.16961,106.770546
182,Mottomoo,['Casual Dining'],['Kopi'],['Jepang'],250000,"Pacific Place Mall, Lantai 5, Jl. Jenderal Sudirman, SCBD, Jakarta",4.3,997,Jakarta Selatan,DKI Jakarta,-6.225811488200001,106.809755936
183,Momentum,['Casual Dining'],['Kopi'],"['Asia', 'Barat']",120000,"Ruko The Prominence, Blok 38H No. 26-27, Jl. Jalur Sutra komp, Pinang, Tangerang",4.4,788,Tangerang Kota,Banten,-6.2265197475,106.65602780799999
184,Kaihomaru,['Casual Dining'],['Sushi'],['Indonesia'],350000,"Jl. Melawai 6 No. 23, Melawai, Jakarta",4.1,119,Jakarta Selatan,DKI Jakarta,-6.2447605125,106.79954241899999
185,Miss Unicorn,['Kafe'],['Kopi'],['Indonesia'],120000,"Jl. Raya Hankam No. 69, Pondok Melati, Bekasi",3.6,227,Bekasi Kota,Jawa Barat,-6.3412370000000005,106.923105
186,Garuda,['Quick Bites'],['Kopi'],"['Indonesia', 'Padang']",160000,"Jl. H. Agus Salim No. 59, Menteng, Jakarta",3.7,156,Jakarta Pusat,DKI Jakarta,-6.1868370000000015,106.825377
187,HAKA Restaurant,['Casual Dining'],['Kopi'],['Chinese'],240000,"Jl. Pintu Air Raya No. 23, Pasar Baru, Jakarta",3.9,102,Jakarta Pusat,DKI Jakarta,-6.16552,106.83163799999998
188,Oh!Sushi,['Quick Bites'],['Sushi'],['Jepang'],100000,"Rukan Sentra Niaga, Blok M No. 26, Daan Mogot, Jakarta",3.2,9,Jakarta Barat,DKI Jakarta,-6.179881,106.711877
189,Ruang Seduh,['Kafe'],['Kopi'],['Indonesia'],120000,"Jl. Kemang Raya No. 8B, Kemang, Jakarta",4.1,223,Jakarta Selatan,DKI Jakarta,-6.2568550136,106.814616434
190,MUG Authentic Coffee Atjeh,"['Quick Bites', 'Kafe']","['Tea', 'Kopi', 'Minuman']","['No Region', 'Indonesia']",120000,"Kalibata City Apartment, Tower K, Jl. Kalibata Raya No. 1, Kalibata, Jakarta 12750",2.9,53,Jakarta Selatan,DKI Jakarta,-6.257265,106.852141
191,Chinese Food 88 Tjempoet,['Quick Bites'],['Kopi'],['Chinese'],120000,"Jl. Cempaka Putih Tengah 27 No. 37, Cempaka Putih, Jakarta",3.5,9,Jakarta Pusat,DKI Jakarta,-6.176650629299999,106.87208846200001
192,Klean Bowl,['Quick Bites'],['Makanan Sehat'],['Indonesia'],130000,"Jl. Letjen S. Parman No. Kav. 28, Tanjung Duren, Jakarta",3.7,19,Jakarta Barat,DKI Jakarta,-6.174245,106.790376
193,Portafilter Coffee,['Kafe'],"['Kopi', 'Minuman']","['Eropa', 'No Region']",150000,"Jl. Boulevard Raya Timur, Blok A No. 1, Kelapa Gading, Jakarta",4.3,358,Jakarta Utara,DKI Jakarta,-6.165687,106.914175
194,Cecemuwe Café and Space,"['Casual Dining', 'Kafe']",['Minuman'],"['Itali', 'Indonesia']",200000,"Jl. Hang Jebat IX No. 6, Blok M, Jakarta",3.8,55,Jakarta Selatan,DKI Jakarta,-6.236154646,106.79338440299999
195,Kaca Coffee & Eatery,"['Quick Bites', 'Kafe']","['Kopi', 'Minuman']","['No Region', 'Indonesia']",170000,"Jl. KH. Mansyur No. 129-130, Bendungan Hilir, Jakarta",3.6,143,Jakarta Pusat,DKI Jakarta,-6.2119020812,106.817520931
196,Harlequin Bistro,['Casual Dining'],['Kue & Roti'],"['Asia', 'Barat']",220000,"Jl. Kemang 1 No. 10A-10B, Kemang, Jakarta 12730",4.1,531,Jakarta Selatan,DKI Jakarta,-6.257943,106.813293
197,Kopi COD,"['Casual Dining', 'Kafe']","['Tea', 'Kopi', 'Minuman', 'Desserts']","['No Region', 'Barat', 'Asia']",150000,"Jl. Kelapa Cengkir Raya, Blok EA 2 No. 9B, Kelapa Gading, Jakarta",4.2,71,Jakarta Utara,DKI Jakarta,-6.1682296513,106.905777677
198,Yakiniku One,['Casual Dining'],['Kopi'],['Jepang'],300000,"Fairgrounds, SCBD Lot 14, Jl. Jenderal Sudirman, SCBD, Jakarta",3.3,27,Jakarta Selatan,DKI Jakarta,-6.226187,106.807501
199,Stork Food and Coffee,['Kafe'],"['Kopi', 'Snacks', 'Minuman']",['No Region'],150000,"Jl. Danau Sunter Utara No. 1, Sunter, Jakarta",3.0,16,Jakarta Utara,DKI Jakarta,-6.138014,106.870197
200,Bali Qui,['Quick Bites'],['Kopi'],"['Asia', 'Bali']",100000,"Jl. Pahlawan No. 9A, Ciputat Timur, Tangerang",3.8,49,Tangerang Selatan,Banten,-6.299458,106.761878
201,Cafe Du Jour,"['Casual Dining', 'Kafe']",['Kopi'],"['Perancis', 'No Region', 'Barat']",300000,"The MAJ Senayan, Senayan National Golf Club, Jl. Asia Afrika Pintu IX, Senayan, Jakarta",3.2,8,Jakarta Pusat,DKI Jakarta,-6.2243436385000015,106.79672442299999
202,Bubur Ayam Tangki 18 “A Guan”,['Quick Bites'],"['Ayam', 'Bubur', 'Makanan Jalanan']","['Asia', 'Chinese']",70000,"Jl. Mangga Besar 1 No. 20B, Mangga Besar, Jakarta",4.0,68,Jakarta Barat,DKI Jakarta,-6.148637,106.818642
203,Jiang Nan,['Food Court'],['Kopi'],['Chinese'],100000,"Gajah Mada Food Street, Jl. Gajah Mada No. 83, Gajah Mada, Jakarta",3.1,5,Jakarta Barat,DKI Jakarta,-6.156414,106.817834
204,Ta-Chia,['Casual Dining'],['Kopi'],['Chinese'],250000,"Jl. Pluit Karang Timur, Blok O8 No. 59, Muara Karang, Jakarta",4.0,101,Jakarta Utara,DKI Jakarta,-6.1231758347000005,106.783202067
205,Backyard 52C,['Quick Bites'],"['Desserts', 'Makanan Jalanan']",['Indonesia'],100000,"Jl. Pedurenan Masjid Raya No. 3, Setiabudi, Jakarta",2.6,10,Jakarta Selatan,DKI Jakarta,-6.2208113167,106.829480566
206,Ropolo Cafe,"['Casual Dining', 'Kafe']",['Kopi'],"['No Region', 'Indonesia']",150000,"Jl. KH. R. Abdullah Bin Nuh No. 33, Bogor Barat, Bogor",2.8,34,Bogor Kota,Jawa Barat,-6.557582000000001,106.773053
207,The Terrace,['Casual Dining'],['Grill House'],['Asia'],300000,"The MAJ Senayan, Senayan National Golf Club, Jl. Asia Afrika Pintu IX, Senayan, Jakarta",3.5,49,Jakarta Pusat,DKI Jakarta,-6.224434629299999,106.79697521
208,Koma,['Toko Minuman'],"['Hanya Minuman', 'Minuman', 'Bubble Tea']",['Indonesia'],70000,"Plaza Atrium, Lantai 2, Jl. Senen Raya No. 135, Senen, Jakarta",3.4,17,Jakarta Pusat,DKI Jakarta,-6.1768512937999995,106.84095975
209,LEÓN,"['Casual Dining', 'Lounge']",['Kopi'],['Barat'],400000,"Jl. Wijaya 1 No. 25, Dharmawangsa, Jakarta",4.1,293,Jakarta Selatan,DKI Jakarta,-6.2426751335000015,106.81304533
210,Adoralezat Cake & Bakery,['Toko Kue & Roti'],['Kue & Roti'],"['No Region', 'Indonesia']",150000,"Jl. Tanjung Duren Raya No. 51,Tanjung Duren, Jakarta Barat",3.7,57,Jakarta Barat,DKI Jakarta,-6.1738973179,106.784142851
211,CIL Room,['Kafe'],"['Desserts', 'Kue & Roti']","['Asia', 'Indonesia']",90000,"Jl. Pajajaran 1 No. 11, Bogor Timur, Bogor",3.3,6,Bogor Kota,Jawa Barat,-6.620128,106.81669
212,Hattori Shabu-Shabu & Yakiniku,['Quick Bites'],['Kopi'],"['Chinese', 'Jepang']",175000,"Jl. Pluit Karang Indah Timur No. 107, Muara Karang, Jakarta",4.0,79,Jakarta Utara,DKI Jakarta,-6.1185660666,106.78329762
213,Padang Merdeka,['Casual Dining'],['Ayam'],['Padang'],200000,"Jl. Hayam Wuruk, Hayam Wuruk, Jakarta",3.8,115,Jakarta Pusat,DKI Jakarta,-6.164778,106.820519
214,Trafique Coffee,['Kafe'],"['Kopi', 'Minuman']",['No Region'],210000,"Jl. Hang Tuah Raya No. 9, Senayan, Jakarta",4.3,857,Jakarta Selatan,DKI Jakarta,-6.2303286665999975,106.797614581
215,Miss B Kitchen,['Kios'],['Makanan Jalanan'],['Indonesia'],50000,"Bay Walk Mall, Lantai LGM, Jl. Pluit Karang Ayu, Pluit, Jakarta",3.8,12,Jakarta Utara,DKI Jakarta,-6.1091653901,106.77861381299999
216,Pondol - Pondok Es Cendol,['Quick Bites'],"['Desserts', 'Minuman']","['Jawa', 'Indonesia']",120000,"Jl. Tanah Abang 2 No. 109 C-D, Tanah Abang, Jakarta",3.6,31,Jakarta Pusat,DKI Jakarta,-6.176129,106.81014
217,Bak Bak Korean BBQ,['Quick Bites'],['Barbekyu'],['Korea'],240000,"Jl. Muara Karang Raya No.189, Muara Karang, Jakarta 14450",4.0,125,Jakarta Utara,DKI Jakarta,-6.1163548439,106.778501495
218,Let's Go Gelato,['Dessert Parlor'],"['Desserts', 'Ice Cream']",['Indonesia'],80000,"Jl. Gandaria 1 No. 57A, Gandaria, Jakarta",4.1,117,Jakarta Selatan,DKI Jakarta,-6.246137999999998,106.789265
219,Bakmi Aloi,['Quick Bites'],['Bakmi'],"['Palembang', 'Indonesia']",100000,"Jl. Kelapa Kopyor Raya, Blok M1 No. 7, Kelapa Gading, Jakarta",4.2,179,Jakarta Utara,DKI Jakarta,-6.169279,106.901175
