Restaurant Name,Restaurant Area,Restaurant Address,Latitude,Longitude,Province,City,District/Kecamatan
Kabidon,Kemang,"Jl. Belimbing No. 1, Kemang, Jakarta",-6.271489,106.825149,DKI Jakarta,Jakarta Selatan,Pasar Minggu
Ayam Taliwang Cendana,Tebet,"Kota Kasablanka, Lantai 2, Eat & Eat, Jl. Casablanca Raya, Tebet, Jakarta",-6.22264,106.842927,DKI Jakarta,Jakarta Selatan,Tebet
Taichan Modus,Jatiuwung,"Food Culinary, Jl. Taman Permata No. 301, Jatiuwung, Tangerang 15117",-6.223542,106.587324,Banten,Tangerang Kabupaten,Curug
Bakmi Aliong 68,Jatiuwung,"Ruko Star of Asia, Jl. Ruko Star of Asia No. 96, Jatiuwung, Tangerang",-6.232685,106.584489,Banten,Tangerang Kabupaten,Curug
Saung Intan,Cawang,"Pusat Grosir Cililitan, Lantai 3A, Jl. Mayjen Sutoyo No. 76, Cawang, Jakarta",-6.281545,106.851763,DKI Jakarta,Jakarta Timur,Kramatjati
Mie Ayam Bang JiUn,Tebet,"Jl. Tebet Dalam II No. 20, Tebet, Jakarta",-6.226677,106.848336,DKI Jakarta,Jakarta Selatan,Tebet
Gado-Gado/Ketoprak & Lontong Sayur Jakarta Madrae,Gambir,"Lenggang Jakarta, Blok D-15, Jl. Medan Merdeka Selatan, Gambir, Jakarta",-6.179681,106.82493,DKI Jakarta,Jakarta Pusat,Gambir
Kantin Rina,Pulo Gadung,"Pulo Gadung Trade Center, Lantai 2, Food Court, Jl. Raya Bekasi, Pulo Gadung, Jakarta",-6.1824975353,106.917231045,DKI Jakarta,Jakarta Timur,Cakung
Bakara Cafe,Sukmajaya,"Jl. Cemara Raya No. 11, Sukmajaya, Depok",-6.383664,106.846702,Jawa Barat,Depok,Sukma Jaya
Lapo Galilea,Bekasi Selatan,"Jl. Halimun 1 Blok BC No. 298, Bekasi Selatan, Bekasi",-6.24281,106.990527,Jawa Barat,Bekasi Kota,Bekasi Selatan
Ainam Singapore Chicken Rice,Jelambar,"Komplek Taman Harapan Indah, Blok BB No. 12., Jelambar, Jakarta",-6.144419999999998,106.787492,DKI Jakarta,Jakarta Barat,Grogol Petamburan
D' Yudis Resto,Pondok Melati,"Jl. Raya Hankam No. 31, Pondok Melati, Bekasi",-6.3134227183,106.924828402,Jawa Barat,Bekasi Kota,Pondok Melati
Papercup Coffee,Kelapa Gading,"Mall Artha Gading, Lantai Basement, Jl. Boulevard Artha Gading, Kelapa Gading, Jakarta",-6.146057,106.892337,DKI Jakarta,Jakarta Utara,Kelapa Gading
Roti 'O,Makasar,"Bandara Halim Perdanakusuma, Jl. Protokol Halim Perdana Kusuma, Makasar, Jakarta",-6.265155,106.885469,DKI Jakarta,Jakarta Timur,Makasar
Ayam Penyet Ibu Asih,Pancoran Mas,"Jl. Pipit Raya No. 38, Pancoran Mas, Depok",-6.391083,106.806069,Jawa Barat,Depok,Pancoran Mas
ROYAL SEA FOOD,Tanah Sareal,"Jl. Ahmad Yani No.40, Tanah Sareal, Bogor",-6.577155,106.799514,Jawa Barat,Bogor Kota,Tanah Sereal
Kopi Guyu,Kedoya,"Metro Park Residence, Tower Manhattan, Lantai Upper Ground, Jl. Pilar Mas Utama Kav. 28, Kedoya, Jakarta",-6.1862080000000015,106.75741399999998,DKI Jakarta,Jakarta Barat,Kebon Jeruk
YoungCrew Cafe,Sawangan,"Jl. Muchtar Raya, Sawangan, Depok",-6.4039401623000005,106.77090112100001,Jawa Barat,Depok,Sawangan
Raja Mie Pak Min & Seafood,Medan Satria,"Giant, Lantai Ground, Jl. Harapan Indah, Medan Satria, Bekasi",-6.187073000000002,106.973988,Jawa Barat,Bekasi Kota,Medan Satria
Rangkai Kopi,Pondok Aren,"Jl. Jombang Raya No. 10, Pondok Aren, Tangerang",-6.273282,106.707893,Banten,Tangerang Selatan,Pondok Aren
I Say Moo,Tambora,"Season City, Lantai 2, Jl. Prof. Dr. Latumenten No. 33, Tambora, Jakarta",-6.153422,106.796073,DKI Jakarta,Jakarta Barat,Tambora
Warung Sambal Babeh,Tanjung Duren,"Live Yard, Jl. Tanjung Duren Raya No. 61, Tanjung Duren, Jakarta",-6.1744279815,106.783682182,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Kantin Happy Yes,Mangga Besar,"LTC Glodok, Lantai 2, Food Court, Jl. Hayam Wuruk No. 127, Hayam Wuruk, Jakarta",-6.146196,106.81686299999998,DKI Jakarta,Jakarta Barat,Tamansari
Ichiban Dorayaki,Jatinegara,"Mall@Bassura City, Lantai 2, Eat & Eat, Jl. Jendral Basuki Rahmat No. 1, Jatinegara, Jakarta",-6.2235387192,106.878565326,DKI Jakarta,Jakarta Timur,Jatinegara
RM Soto Al Bayan,Melawai,"Blok M Square, Lantai Upper Ground, Jl. Melawai Raya, Melawai, Jakarta",-6.2447841758000004,106.80015496899999,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Warung Emak Nasi Bakar,Sukmajaya,"Ruko Sector Alpinia, Blok A No. 19, Jl. Raya KSU, Sukmajaya, Depok",-6.4189288947000005,106.82619083600001,Jawa Barat,Depok,Sukma Jaya
Ayam Penyet Surabaya,Beji,"Jl. Margonda Raya No. 189, Beji, Depok",-6.3857599999999985,106.828424,Jawa Barat,Depok,Beji
Sebelas 12,Serpong,"Jl. Hanjuang Raya, Blok RF 2 No.3, Serpong, Tangerang",-6.306742,106.681573,Banten,Tangerang Selatan,Serpong
Kopinya Teman,Rawamangun,"Jl. Waru, Rawamangun, Jakarta",-6.196598000000002,106.889049,DKI Jakarta,Jakarta Timur,Pulogadung
Jussert Juice & Dessert,Manggarai,"Pasaraya Manggarai, Lantai Basement, DAPURAYA, Jl. Sultan Agung No. 1, Manggarai, Jakarta",-6.209351,106.847104,DKI Jakarta,Jakarta Selatan,Setiabudi
Sop Ayam Mbah Min Klaten,Bekasi Selatan,"Ruko Griya Alifa, Blok A No. 4, Jl. Pulo Ribung, Bekasi Selatan, Bekasi",-6.267087999999998,106.974187,Jawa Barat,Bekasi Kota,Bekasi Selatan
RM. Bakmie Tip Top,Jatinegara,"Jl. Raya Cipinang Muara, Jatinegara, Jakarta",-6.2277082879,106.88673432899999,DKI Jakarta,Jakarta Timur,Jatinegara
MM Resto,Pluit,"Jl. Pluit Karang Utara No. 42A, Pluit, Jakarta",-6.1114313153,106.778083071,DKI Jakarta,Jakarta Utara,Penjaringan
Wong Kudus,Kec. Tangerang,"Jl. Veteran Raya No. 9, Kec. Tangerang, Tangerang",-6.185479,106.6403,Banten,Tangerang Kota,Tangerang
E - Jazz Coffee,Cakung,"Jakarta Garden City, The Way, Jl. Jakarta Garden City, Cakung, Jakarta",-6.1799882502,106.952511146,DKI Jakarta,Jakarta Timur,Cakung
Alinskietchen,Thamrin,"Jl. Blora No.8, Thamrin, Jakarta",-6.199838,106.823533,DKI Jakarta,Jakarta Pusat,Menteng
Lily Food Lovers,Kelapa Gading,"Mall Artha Gading, Lantai 2, Eat Street Jl. Artha Gading Selatan No. 1, Kelapa Gading, Jakarta",-6.145951,106.891911,DKI Jakarta,Jakarta Utara,Kelapa Gading
Mitarik Laiker Express,Tanjung Duren,"Jl. Tj. Duren Utara 4 No. 56, Tanjung Duren, Jakarta",-6.170570992000001,106.78310684799999,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Mrs. Waffles,Sukmajaya,"Pesona Square Mall, Lantai Lower Ground, Jl. Ir. H. Juanda No.99, Sukmajaya, Depok",-6.38014,106.844826,Jawa Barat,Depok,Sukma Jaya
Ketan Susu Jawara,Penjaringan,"Jl. Terusan Bandengan, Penjaringan, Jakarta",-6.1373779239,106.78908348,DKI Jakarta,Jakarta Utara,Penjaringan
Kopi Baheula,Bogor Utara,"Jl. Bangbarung Raya No. 15, Bogor Utara, Bogor",-6.5812709582,106.809425354,Jawa Barat,Bogor Kota,Bogor Utara
Smooky Days,Daan Mogot,"Mall Matahari, Lantai Ground, Jl. Daan Mogot, Daan Mogot, Jakarta 11840",-6.1511260000000005,106.714222,DKI Jakarta,Jakarta Barat,Kalideres
Cheese Tea Inc,Sudirman,"fX Sudirman, Lantai F5, Eat & Eat, Jl. Jenderal Sudirman, Sudirman, Jakarta",-6.224800925399999,106.80407166399999,DKI Jakarta,Jakarta Pusat,Tanah Abang
Jumbo Gallery - Papa Ho Hotel,Bogor Utara,"Papa Ho Hotel, Jl. KS. Tubun, Bogor Utara, Bogor",-6.5671723757,106.80942133,Jawa Barat,Bogor Kota,Bogor Utara
Nyi'cheap,Pondok Indah,"Jl. Tanah Ara I No. 6, Pondok Indah, Jakarta",-6.271394,106.774226,DKI Jakarta,Jakarta Selatan,Kebayoran Lama
Bromind Cafe,Sukmajaya,"Ruko Tran Depok Cyber Village, No. 26, Jl. Raya Kalimulya, Sukmajaya, Depok",-6.425672297699999,106.822620481,Jawa Barat,Depok,Cilodong
"Gulai Tikungan Blok M ""Batavia""",Sudirman,"fX Sudirman, Lantai F5, Eat & Eat, Jl. Jenderal Sudirman, Sudirman, Jakarta",-6.224798259,106.804008632,DKI Jakarta,Jakarta Pusat,Tanah Abang
#BASIS,Sawangan,"Jl. Raya Ciputat Parung No. 36B, Sawangan, Depok",-6.393038,106.743727,Jawa Barat,Depok,Bojongsari
Meja Makan Mas Kulin,Pancoran Mas,"Jl. Siliwangi No. 9A, Pancoran Mas, Depok 16431",-6.3997513548,106.822831369,Jawa Barat,Depok,Pancoran Mas
Miesop Medan Rasa Ibu,Muara Karang,"Jl. Muara Karang, Blok BB 5 Timur No. 6, Muara Karang, Jakarta",-6.116961,106.78366499999998,DKI Jakarta,Jakarta Utara,Penjaringan
Oseng dan Geprek Sewot,Karet,"Jl. Karet Sawah 2 No. 5 AA, Karet, Jakarta",-6.2219878711000005,106.818528771,DKI Jakarta,Jakarta Selatan,Setiabudi
Bakmi Raos,Ciledug,"Plaza Baru Ciledug, Food Court, Jl. HOS Cokroaminoto,, Tangerang, Ciledug, Jakarta",-6.2254345272,106.707889996,Banten,Tangerang Kota,Ciledug
Es Cendol Bandung,Mangga Dua,"Pasar Pagi Mangga Dua, Lantai 6, Food Court, Jl. Mangga Dua Raya, Mangga Dua, Jakarta",-6.135919829500001,106.82306706899999,DKI Jakarta,Jakarta Utara,Pademangan
Marive Coffee,Bekasi Timur,"Jl. Karang Satria No. 30, Bekasi Timur, Bekasi",-6.232644734500001,107.026408352,Jawa Barat,Bekasi Kota,Bekasi Timur
Kuo Wang,Pantai Indah Kapuk,"PIK Fresh Market, Pantai Indah Kapuk, Jakarta",-6.103299,106.741603,DKI Jakarta,Jakarta Utara,Penjaringan
Sushi Shu,Tebet,"Jl. Tebet Raya No. 66A, Tebet, Jakarta",-6.22846,106.855206,DKI Jakarta,Jakarta Selatan,Tebet
Sports Cafe,Makasar,"Jl. Halim Perdana Kusuma, Makasar, Jakarta",-6.2594239217,106.886693425,DKI Jakarta,Jakarta Timur,Makasar
RM Galung,Pluit,"Jl. Pluit Sakti No. 91, Pluit, Jakarta",-6.1222670854,106.788964457,DKI Jakarta,Jakarta Utara,Penjaringan
Tiga Saudara,Benda,"Bandara City Mall, Jl. Raya Perancis, Benda, Tangerang",-6.092527,106.691999,Banten,Tangerang Kabupaten,Kosambi
Mie Djoging,Dharmawangsa,"Jl. Panglima Polim IX No. 4A, Dharmawangsa, Jakarta Selatan",-6.249896,106.798604,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Xi De Li,Tanjung Duren,"Central Park, Lantai 2, Pasar Rame, Jl. Letjen S. Parman, Tanjung Duren, Jakarta",-6.1780456128,106.791286245,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Sio 'n Co,Tambora,"Season City, Lantai 2, Jl. Prof. Dr. Latumenten No. 33, Tambora, Jakarta",-6.153131,106.794461,DKI Jakarta,Jakarta Barat,Grogol Petamburan
Waffle Couple,Makasar,"Jl. Cakrawala No. 29A, Makasar, Jakarta",-6.263403,106.8822,DKI Jakarta,Jakarta Timur,Makasar
Primadona Medan,Jatiuwung,"Ruko Asiatic, Jl. Permata Sari, Jatiuwung, Tangerang",-6.231823,106.58809,Banten,Tangerang Kabupaten,Curug
Ballicious Cake,Kebon Jeruk,"Jl. Musa No. 37, Kebon Jeruk, Jakarta",-6.20794,106.775629,DKI Jakarta,Jakarta Barat,Kebon Jeruk
Cita Rasa Bagan,Cengkareng,"Ruko Taman Palem Lestari, Blok A39 No. 196, Jl. Taman Palem Lestari, Cengkareng, Jakarta",-6.1311871623,106.716953516,DKI Jakarta,Jakarta Barat,Kalideres
Rumah Catering,Kuningan,"Sopo Del Tower, Food @Downtown, Lantai Semi Basement, Jl. Mega Kuningan Barat III, Kuningan, Jakarta",-6.2312495622,106.823938787,DKI Jakarta,Jakarta Selatan,Setiabudi
Mie Aceh Atakana,Pasar Minggu,"Pejaten Village, Lantai 3, Eat & Eat, Jl. Warung Jati Barat, Pasar Minggu, Jakarta",-6.280503,106.828874,DKI Jakarta,Jakarta Selatan,Pasar Minggu
Ayam Taliwang Lima Rasa,Karet,"Ciputra World, Lotte Shopping Avenue, Lantai 4, Food Avenue, Jl. Prof Dr Satrio, Karet, Jakarta",-6.2251208928,106.823792271,DKI Jakarta,Jakarta Selatan,Setiabudi
Japanese Ramen & Rice Bowl Ko Mie,Sudirman,"fX Sudirman, Lantai F5, Eat & Eat, Jl. Jenderal Sudirman, Sudirman, Jakarta",-6.2247505972,106.80393017799999,DKI Jakarta,Jakarta Pusat,Tanah Abang
Gili Bar & Lounge - Puri Denpasar Hotel,Kuningan,"Puri Denpasar Hotel, Jl. Denpasar Selatan No. 1, Kuningan, Jakarta",-6.2351507691,106.82643726399999,DKI Jakarta,Jakarta Selatan,Setiabudi
Rendang RK,Manggarai,"SKUTER Saharjo Kuliner Center, Jl. Dr. Saharjo No. 96 B, Manggarai, Jakarta",-6.21696,106.844278,DKI Jakarta,Jakarta Selatan,Setiabudi
Alloha Juice,Cijantung,"Depot Cijantung, Jl. Raya Pendidikan No. 1, Cijantung, Jakarta",-6.312463,106.862162,DKI Jakarta,Jakarta Timur,Pasar Rebo
Potato King,Sukmajaya,"Pesona Square Mall, Lantai 2, Jl. Ir H. Juanda No.99, Sukmajaya, Depok",-6.380294,106.844443,Jawa Barat,Depok,Sukma Jaya
Nad Age Drink,Cakung,"AEON Mall, Lantai 3, Gourmet Garden, Jl. Jakarta Garden City, Cakung, Jakarta",-6.1725706567,106.952366307,DKI Jakarta,Jakarta Timur,Cakung
DH Cafe & Resto,Jatinegara,"Jl. Cipinang Elok II AC-1, Jatinegara, Jakarta",-6.22288945,106.886285729,DKI Jakarta,Jakarta Timur,Jatinegara
SHABUKAMA,Senayan,"Jl. Terusan Hang Lekir 1 No. 2B, Senayan, Jakarta 12120",-6.2292091245000005,106.79569981899999,DKI Jakarta,Jakarta Pusat,Tanah Abang
Kopi Gayo,Kalibata,"Kalibata City Square, Tower H, Jl. Kalibata Raya No. 1, Kalibata, Jakarta",-6.257518,106.851597,DKI Jakarta,Jakarta Selatan,Pancoran
Fiesta Steak,Cibubur,"Trans Studio Mall Cibubur, Lantai Lower Ground, Jl. Alternatif Cibubur No. 230, Cibubur, Jakarta",-6.3756383893,106.902348808,Jawa Barat,Depok,Cimanggis
Fisi Coffee,Pondok Indah,"Jl. Haji Batong Raya No. 7B, Pondok Indah, Jakarta",-6.284805,106.790153,DKI Jakarta,Jakarta Selatan,Cilandak
Kopikeladi,Tanjung Priok,"Jl. Warakas VI No. 120, Tanjung Priok, Jakarta",-6.126054086,106.87772545899999,DKI Jakarta,Jakarta Utara,Tanjung Priok
Flou Co,Pasar Minggu,"Jl. Raya Pasar Minggu KM. 19 No. 3D, Pasar Minggu, Jakarta",-6.275683,106.845702,DKI Jakarta,Jakarta Selatan,Pasar Minggu
Bebeke Om Aris,Dharmawangsa,"Grand Wijaya Center, Jl. Wijaya 2, Dharmawangsa, Jakarta",-6.2542960913,106.79934527700001,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Kami Coolinary,Kemang,"Plaza Kemang 88, Lantai Ground, Jl. Kemang Raya, Kemang, Jakarta",-6.270526,106.815255,DKI Jakarta,Jakarta Selatan,Mampang Prapatan
Rangers Chicken,Beji,"Depok Town Square, Lantai 2, Food Square, Jl. Margonda Raya, Beji, Depok",-6.3725006116,106.832459159,Jawa Barat,Depok,Beji
Arumanis Cake's,Kemanggisan,"Jl. Kemanggisan Batusari Raya No. 1, Kemanggisan, Jakarta",-6.198555000000002,106.782334,DKI Jakarta,Jakarta Barat,Palmerah
Tian Tang,Bendungan Hilir,"Jl. Karet Pasar Baru Barat VII No. 1, Bendungan Hilir, Jakarta",-6.212815343099999,106.815035864,DKI Jakarta,Jakarta Pusat,Tanah Abang
Nine Tree Cafe,Mangga Besar,"Jl. Mangga Besar 8 No. 12 KL, Mangga Besar, Jakarta",-6.151016,106.825717,DKI Jakarta,Jakarta Barat,Tamansari
Steaking Good,Serpong Utara,"Ruko Pasar 8, Jl. Alam Utama, Serpong Utara, Tangerang",-6.2399510000000005,106.652483,Banten,Tangerang Selatan,Serpong Utara
Kopi Sabi,SCBD,"Energy Building, Jl. Jenderal Sudirman, SCBD, Jakarta",-6.225839,106.806494,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Unik Enak,Pluit,"Apartemen Greenbay Pluit Tower H, Pluit, Jakarta",-6.1079370000000015,106.77844,DKI Jakarta,Jakarta Utara,Penjaringan
Warung Dimsum 18,Bekasi Utara,"Summarecon Bekasi, Pasar Sinpasa, Blok F No. 026, Jl. Bulevar Selatan, Bekasi Utara, Bekasi",-6.229335,107.00074,Jawa Barat,Bekasi Kota,Bekasi Utara
Sate Maranggi Abah Uwong,Serpong,"Taman Jajan Gaul Anggrek, Jl. Anggrek Loka, Serpong, Tangerang",-6.29994,106.67097,Banten,Tangerang Selatan,Serpong
Kopi Sodara,Jatinegara,"Mall@Bassura City, Lantai 2, Eat & Eat, Jl. Jendral Basuki Rahmat No. 1, Jatinegara, Jakarta",-6.2235983799,106.878528781,DKI Jakarta,Jakarta Timur,Jatinegara
Shrimp 'n Chick,Kelapa Gading,"Mall Artha Gading, Lantai 2, West Food Court, Jl. Boulevard Artha Gading, Kelapa Gading, Jakarta 14240",-6.1464914235000006,106.891873441,DKI Jakarta,Jakarta Utara,Kelapa Gading
Siomay Leeloo,Serpong,"TerasKota, Lantai 1, Jl. Pahlawan Seribu, Serpong, Tangerang",-6.295562,106.667647,Banten,Tangerang Selatan,Serpong
Bakmie Medan Manalagi 2,Periuk,"Jl. Raya Taman Cibodas, Blok A4 No. 21, Periuk, Tangerang",-6.184097,106.599991,Banten,Tangerang Kota,Periuk
Kok Mangkok,Kelapa Gading,"Apartemen Gading Nias, Tower Grand Emerald, Jl. Pegangsaan Dua No. 3, Kelapa Gading, Jakarta 14250",-6.153466000000001,106.917829,DKI Jakarta,Jakarta Utara,Kelapa Gading
Drink Lab Coffee,Kebon Jeruk,"Jl. Raya Kb. Jeruk No. 21, Kebon Jeruk, Jakarta",-6.1980013062,106.76965322299999,DKI Jakarta,Jakarta Barat,Kebon Jeruk
Kedai Pawon Sae Express,SCBD,"Energy Building, Lantai B1, Jl. Jenderal Sudirman, SCBD, Jakarta",-6.226368,106.806386,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Ayam Goreng Fatmawati,Bogor Tengah,"Bogor Trade Mall, Lantai 3, Food Court, Jl. Ir H Juanda No. 68, Bogor Tengah, Bogor",-6.605050022,106.795240491,Jawa Barat,Bogor Kota,Bogor Tengah
R.asacafe,Pinang Ranti,"Jl. Raya Pondok Gede No. 2F, Pinang Ranti, Jakarta",-6.289795,106.890593,DKI Jakarta,Jakarta Timur,Makasar
Warung Gudeg Jogja,Pasar Baru,"Harco Pasar Baru, Lantai 3E, Food Court, Jl. H. Samanhudi No. 133, Pasar Baru, Jakarta",-6.1618,106.832469,DKI Jakarta,Jakarta Pusat,Sawah Besar
Mie Ayam Bakso Mas Andre Bejo,Kuningan,"Kantin Pojok Mega Kuningan, Jl. Kuningan Barat VIII, Kuningan, Jakarta",-6.2268507126,106.823803335,DKI Jakarta,Jakarta Selatan,Setiabudi
Red Kizmiz,Gunung Sahari,"Jl. Hidup Baru Raya No. 17A, Gunung Sahari, Jakarta",-6.1399990836,106.83571469,DKI Jakarta,Jakarta Utara,Pademangan
Salero Raso,Mustikajaya,"Jl. Raya Narogong KM 12.5 No. 168, Mustikajaya, Bekasi",-6.33975,106.978616,Jawa Barat,Bekasi Kota,Bantargebang
Kopi Siko - Hotel Dharmein,Melawai,"Hotel Dharmein, Jl. Sultan Hasanudin No. 20-22, Melawai, Jakarta",-6.2442892449,106.799629256,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Masakan Khas Manado Bunaken,Melawai,"Pasaraya Grande, Lantai Lower Ground, Dapuraya, Jl. Iskandarsyah II, Melawai, Jakarta",-6.245370426799999,106.802413053,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Cafe Gourmet,Tanah Abang,"Menara Merdeka Building, Lantai 2, Retail Area, Jl. Budi Kemuliaan 1 No. 2, Tanah Abang, Jakarta",-6.179526999999998,106.820744,DKI Jakarta,Jakarta Pusat,Gambir
Mie Kangkung Bazaar,Sunter,"Jl. Sunter Indah Raya, Blok HA1 No. 15, Sunter, Jakarta",-6.153679,106.877444,DKI Jakarta,Jakarta Utara,Tanjung Priok
O'Crepes,Bekasi Selatan,"Revo Town, Lantai Lower Ground, Jl. Jend. Ahmad Yani, Bekasi Selatan, Bekasi",-6.254093,106.989982,Jawa Barat,Bekasi Kota,Bekasi Selatan
Terrace Cafe - Amaris Hotel,Mangga Dua,"Amaris Hotel Mangga Dua Square, Jl. Gunung Sahari 1, Mangga Dua, Jakarta",-6.137603938200001,106.831794641,DKI Jakarta,Jakarta Utara,Pademangan
Kopi Kebersamaan,Meruya,"Jl. Joglo Raya No. 1, Meruya, Jakarta",-6.219855,106.742484,DKI Jakarta,Jakarta Barat,Kembangan
Kopi Benih,Pasar Minggu,"Jl. TB. Simatupang No. 25, Pasar Minggu, Jakarta",-6.302968,106.84206299999998,DKI Jakarta,Jakarta Selatan,Jagakarsa
Tosuka Coffee,Kemang,"Jl. Pejaten Barat No. 44, Kemang, Jakarta",-6.277602,106.826046,DKI Jakarta,Jakarta Selatan,Pasar Minggu
Ayam Bakar Pancasan,Larangan,"Jl. Masjid Darul Fallah, Larangan, Tangerang",-6.232819,106.751762,DKI Jakarta,Jakarta Selatan,Pesanggrahan
Gado - Gado Taman Sari,Kemayoran,"ITC Cempaka Mas, Lantai 5, Food Court, Jl. Letjen Suprapto, Kemayoran, Jakarta",-6.164780621699999,106.87710586899999,DKI Jakarta,Jakarta Pusat,Kemayoran
Ayam Gubrak,Mangga Dua,"ITC Mangga Dua, Jl. Mangga Dua Raya No. 5, Mangga Dua, Jakarta",-6.136959,106.823906,DKI Jakarta,Jakarta Pusat,Sawah Besar
Bakmi Sehat AHO,Cengkareng,"Mall Taman Palem, Food Court, Lantai 3, Jl. Raya Kamal, Cengkareng, Jakarta",-6.13772,106.73206299999998,DKI Jakarta,Jakarta Barat,Cengkareng
Gerai Minuman,Cempaka Putih,"Rumah Genjing, Jl. Pramuka Raya No. 56, Cempaka Putih, Jakarta",-6.1935275151999996,106.861806213,DKI Jakarta,Jakarta Pusat,Cempaka Putih
Chicken Day,Daan Mogot,"Ruko Citra Garden 7 Blok E3 No. 7 Daan Mogot, Jakarta",-6.146109,106.700494,DKI Jakarta,Jakarta Barat,Kalideres
Tasty Ground Cafe,Bekasi Timur,"Jl. HM. Joyo Martono No. 35, Bekasi Timur, Jakarta",-6.258534,107.020554,Jawa Barat,Bekasi Kota,Bekasi Timur
Martabak Elin Bandung,Pondok Indah,"Jl. Pinang Mas III/A 8, Pondok Indah, Jakarta",-6.265635,106.778986,DKI Jakarta,Jakarta Selatan,Kebayoran Lama
Roti Bakar President,Jatiuwung,"Permata Food Culinary, Jl. Taman Permata No. 301, Jatiuwung, Tangerang",-6.223631,106.587335,Banten,Tangerang Kabupaten,Curug
Kopi Lay,Bekasi Selatan,"Grand Metropolitan Mall Lt.3, Jl. KH. Noer Ali, Bekasi Selatan, Bekasi",-6.249271,106.984598,Jawa Barat,Bekasi Kota,Bekasi Selatan
"Ayam Kalasan ""Sularmi""",Dharmawangsa,"Loksem JS 32 - Pujasera Melawai, Jl. Melawai No.22, Dharmawangsa, Jakarta",-6.2473814725,106.80077254700001,DKI Jakarta,Jakarta Selatan,Kebayoran Baru
Waroeng Mas Semlo,Kelapa Gading,"Mall of Indonesia, Lantai Lower Ground, Pasar Moi Blok E1, Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta",-6.151052,106.892079,DKI Jakarta,Jakarta Utara,Kelapa Gading
Aneka Nusantara,Pasar Minggu,"D'hara24 Foodcourt, Jl. Salihara No. 16, Pasar Minggu, Jakarta",-6.284487,106.837906,DKI Jakarta,Jakarta Selatan,Pasar Minggu
Luffy Rice Bowl,Pancoran Mas,"Jl. Kamboja No. 3, Pancoran Mas, Depok",-6.399386,106.824683,Jawa Barat,Depok,Pancoran Mas
Bakmi Gunsa,Slipi,"Brokoli Canteen, Jl. Palmerah Utara 1 number. 20, Slipi, Jakarta",-6.2019129999999985,106.79842,DKI Jakarta,Jakarta Barat,Palmerah
Kedai Soto Bu Nyai,Senen,"Jl. St. Senen, Kemayoran, Jakarta",-6.1704663252,106.842766217,DKI Jakarta,Jakarta Pusat,Kemayoran
Bakso Sapi'i,Matraman,"Jl. Utan Kayu Raya No. 111, Matraman, Jakarta",-6.1969379999999985,106.87333999999998,DKI Jakarta,Jakarta Timur,Matraman
Combrang,Thamrin,"Jl. M.H Thamrin No. 10, Thamrin, Jakarta",-6.184834,106.823782,DKI Jakarta,Jakarta Pusat,Menteng
Pecel Pincuk Mabes,Bekasi Utara,"Jl. Ujung Harapan No. 10, Bekasi Utara, Bekasi",-6.1895863346,107.00791519100001,Jawa Barat,Bekasi Kabupaten,Babelan
Nasi Goreng Trisno,Senayan,"Kuliner GBK, Pintu 7, Jl Stadion Senayan, Senayan, Jakarta",-6.215476126,106.80502519,DKI Jakarta,Jakarta Pusat,Tanah Abang
Bakso Wagyu Mas Brandon,Sunter,"Jl. Agung Tengah 3, Blok F No. 5, Sunter, Jakarta",-6.144191645499999,106.86775133,DKI Jakarta,Jakarta Utara,Tanjung Priok
Nasi Pindang Ikan Patin & Ayam Goreng Serundeng Ibu Ani Sekas Sari,Gambir,"Lenggang Jakarta, Blok C-29, Jl. Medan Merdeka Selatan, Gambir, Jakarta",-6.179823000000002,106.825273,DKI Jakarta,Jakarta Pusat,Gambir
Bakmi Jowo Rodjo Roso,Cimanggis,"Jl. Akses Ui No. 28, Cimanggis, Depok",-6.355489,106.851292,Jawa Barat,Depok,Cimanggis
Chicken Kribo,Klender,"Buaran Mall, Lantai Ground, Jl. Raden Inten 2, Klender, Jakarta",-6.217621274500001,106.924138069,DKI Jakarta,Jakarta Timur,Duren Sawit
Ob Woon,Cibubur,"Cibubur Junction, Lantai Ground, Jl. Jambore No. 1, Cibubur, Jakarta",-6.3698313029,106.89430486399999,DKI Jakarta,Jakarta Timur,Ciracas
Dadali Coffee Shop,Pondok Aren,"Jl. Jambu Blok FA 3, Pondok Aren, Tangerang",-6.2739129999999985,106.726317,Banten,Tangerang Selatan,Ciputat Timur
D'Jubel Steak,Tanjung Duren,"JL. Taman Daan Mogot Raya No. 32, Tanjung Duren, Jakarta",-6.1691753222,106.783232912,DKI Jakarta,Jakarta Barat,Grogol Petamburan
