Restaurant Name,Restaurant Type,Cuisine Type,Restaurant Area,Restaurant Rating,Review Counts,Latitude,Longitude,Website,Restaurant Address,Price for 2,Additional Info
Bumbu Ireng Yu San,Quick Bites,['Indonesia'],Tanah Sareal,Not Rated Yet,TIdak cukup Ulasan,-6.5674820000,106.801351000,"https://www.zomato.com/id/jakarta/bumbu-ireng-yu-san-tanah-sareal-bogor
","Jl. Heulang No. 1, Tanah Sareal, Bogor",Rp100.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Live Music', 'Area Merokok', 'Di dalam ruangan', 'Ruang Sholat', 'Wifi Tersedia']"
Ngentol Yuk!,Quick Bites,['Makanan Jalanan'],Bendungan Hilir,Not Rated Yet,Not Reviewed Yet,-6.2159360000,106.814167000,"https://www.zomato.com/id/jakarta/ngentol-yuk-1-bendungan-hilir
","Jl. Bendungan Walahar No. 1, Bendungan Hilir, Jakarta",Rp40.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Martabak Hokky,Quick Bites,['Makanan Jalanan'],Kec. Tangerang,Not Rated Yet,TIdak cukup Ulasan,-6.1714230000,106.584468000,"https://www.zomato.com/id/jakarta/martabak-hokky-kec-tangerang-tangerang
","Ruko Permata Niaga 3, Jl. Taman Royal, Kec. Tangerang, Tangerang",Rp100.000 untuk 2 orang (perkiraan),"['Di dalam ruangan', 'Desserts and Bakes']"
RM Manado Andy Watung,Quick Bites,"['Manado', 'Chinese']",Cempaka Putih,Not Rated Yet,TIdak cukup Ulasan,-6.1873434084,106.875244081,"https://www.zomato.com/id/jakarta/rm-manado-andy-watung-cempaka-putih
","Jl. Jenderal Ahmad Yani No.14A, Cempaka Putih, Jakarta",Rp100.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Ini Cafe,Kafe,"['Indonesia', 'Jepang', 'Amerika']",Bogor Utara,Not Rated Yet,TIdak cukup Ulasan,-6.5840870296,106.817524284,"https://www.zomato.com/id/jakarta/ini-cafe-bogor-utara-bogor
","Jl. Pandu Raya No. 47, Bogor Utara, Bogor",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Ruang Sholat', 'Di dalam ruangan', 'Area Merokok']"
Boo Ba,Quick Bites,"['Bubble Tea', 'Minuman', 'Cemilan']",Grogol,Not Rated Yet,TIdak cukup Ulasan,-6.1658740000,106.791983000,"https://www.zomato.com/id/jakarta/boo-ba-grogol
","PHX Grogol, Lantai 1, Jl. Dr. Susilo No. 342, Grogol, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Hidangan Sederhana,Quick Bites,['Padang'],Cimanggis,Not Rated Yet,TIdak cukup Ulasan,-6.3999859182,106.877840459,"https://www.zomato.com/id/jakarta/hidangan-sederhana-cimanggis-depok
","Jl. Pekapuran No. 152, Cimanggis, Depok",Rp60.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Fake Burger,Quick Bites,['Burger'],Cipayung,Not Rated Yet,TIdak cukup Ulasan,-6.3329170000,106.892559000,"https://www.zomato.com/id/jakarta/fake-burger-cipayung
","Jl. Cipayung Raya No. 62, Cipayung, Jakarta",Rp90.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok']"
Nasi Kebuli Bang JeJe,Quick Bites,"['Indonesia', 'Timur Tengah', 'Betawi']",Cibodas,Not Rated Yet,TIdak cukup Ulasan,-6.2187610000,106.614554000,"https://www.zomato.com/id/jakarta/nasi-kebuli-bang-jeje-cibodas-tangerang
","Ruko CBD Palem Semi, Jl. Palem Raja Raya No. 27, Cibodas, Tangerang",Rp100.000 untuk 2 orang (perkiraan),"['Area Merokok', 'Parkir Gratis', 'Ruang Sholat', 'Makan Dengan Grup', 'Di dalam ruangan']"
Warung Ibu Lena,Food Court,['Jawa'],Serpong Utara,Not Rated Yet,TIdak cukup Ulasan,-6.2662340000,106.655543000,"https://www.zomato.com/id/jakarta/warung-ibu-lena-1-serpong-utara
","WTC Matahari, Lantai Upper Ground, Food Court, Jl. Raya Serpong, Serpong Utara, Tangerang",Rp70.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Ayam Gepuk Merapi,Food Court,['Jawa'],Kuningan,Not Rated Yet,TIdak cukup Ulasan,-6.2248340000,106.829345000,"https://www.zomato.com/id/jakarta/ayam-gepuk-merapi-kuningan
","Kuningan City, Lantai 3, Urbaneat, Jl. Prof Dr Satrio, Kuningan, Jakarta",Rp60.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Karaagee Oishi,Quick Bites,['Jepang'],Pondok Bambu,Not Rated Yet,TIdak cukup Ulasan,-6.2382360515,106.894467137,"https://www.zomato.com/id/jakarta/karaagee-oishi-pondok-bambu
","Mall Cipinang Indah, Lantai Lower Ground, Jl. Cipinang, Pondok Bambu, Jakarta",Rp60.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Xing Fu Vegetarian,Quick Bites,['Makanan Sehat'],Mangga Dua,Not Rated Yet,TIdak cukup Ulasan,-6.1398480747,106.825185008,"https://www.zomato.com/id/jakarta/xing-fu-vegetarian-mangga-dua
","Jl. Mangga Dua Dalam No. 156E, Mangga Dua, Jakarta",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Snack Seafood,Kios,['Makanan Jalanan'],Ancol,Not Rated Yet,TIdak cukup Ulasan,-6.1238310000,106.830660000,"https://www.zomato.com/id/jakarta/snack-seafood-ancol
","Taman Impian Jaya Ancol, Dunia Fantasi, Jl. Lodan No. 7, Ancol, Jakarta",Rp40.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Prasmanan', 'Desserts and Bakes']"
Kwetiaw Sapi Gajah Mada 89,Food Court,['Indonesia'],Mangga Dua,Not Rated Yet,TIdak cukup Ulasan,-6.1359254965,106.822997666,"https://www.zomato.com/id/jakarta/kwetiaw-sapi-gajah-mada-89-mangga-dua
","Pasar Pagi Mangga Dua, Lantai 6, Food Court, Jl. Mangga Dua Raya, Mangga Dua, Jakarta",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Soto Mie Jason,Food Court,"['Soto', 'Indonesia']",Tanah Abang,Not Rated Yet,TIdak cukup Ulasan,-6.1875990000,106.816329000,"https://www.zomato.com/id/jakarta/soto-mie-jason-tanah-abang
","Metro Tanah Abang, Lantai 6, Food Gallery, Jl. KH Mas Mansyur, Tanah Abang, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Soto Lamongan & Nasi Goreng Spesial Ibu Romlah,Food Court,"['Soto', 'Jawa']",Gambir,Not Rated Yet,TIdak cukup Ulasan,-6.1803310000,106.825589000,"https://www.zomato.com/id/jakarta/soto-lamongan-nasi-goreng-spesial-ibu-romlah-gambir
","Lenggang Jakarta, Blok D-18, Jl. Medan Merdeka Selatan, Gambir, Jakarta",Rp40.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Kaki5 Bersertifikat BPOM']"
Bakso Komet,Quick Bites,['Bakso'],Cawang,Not Rated Yet,TIdak cukup Ulasan,-6.2606460000,106.866091000,"https://www.zomato.com/id/jakarta/bakso-komet-cawang
","Pusat Grosir Cililitan, Lantai Ground, Jl. Mayjen Sutoyo No. 76, Cawang, Jakarta",Rp60.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar']"
Pizza Diva,Food Court,"['Kios', 'Pizza']",Bekasi Utara,Not Rated Yet,TIdak cukup Ulasan,-6.2270236943,107.000351697,"https://www.zomato.com/id/jakarta/pizza-diva-bekasi-utara-bekasi
","Summarecon Mall Bekasi, Food Hall, Lantai Ground, Jl. Ahmad Yani, Bekasi Utara, Bekasi",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Pisang Goreng Ro' ah,Food Court,['Makanan Jalanan'],Kelapa Gading,Not Rated Yet,TIdak cukup Ulasan,-6.1571570000,106.909006000,"https://www.zomato.com/id/jakarta/pisang-goreng-ro-ah-kelapa-gading
","Mall Kelapa Gading 3, Lantai 3, Eat & Eat, Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta",Rp60.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Wifi Tersedia', 'Desserts and Bakes']"
Ropang City,Kaki Lima,['Makanan Jalanan'],Grogol,Not Rated Yet,TIdak cukup Ulasan,-6.1642950000,106.794179000,"https://www.zomato.com/id/jakarta/ropang-city-grogol
","Jl. Dr. Muwardi I No. 37, Grogol, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar']"
Al Arabii Restaurant,Quick Bites,['Arab'],Cawang,Not Rated Yet,TIdak cukup Ulasan,-6.2451280000,106.868520000,"https://www.zomato.com/id/jakarta/al-arabii-restaurant-cawang
","Jl. Letjen M.T. Haryono No.377, Cawang, Jakarta",Rp150.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
JONI Kitchen & Dimsum,Quick Bites,"['Minuman', 'Chinese', 'Dimsum']",Daan Mogot,Not Rated Yet,TIdak cukup Ulasan,-6.1447070000,106.700952000,"https://www.zomato.com/id/jakarta/joni-kitchen-dimsum-daan-mogot
","Ruko Seventh Walk, Jl. Citra Garden VII, Blok A1 No. 6, Daan Mogot, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Parkir Gratis', 'Wifi Tersedia', 'Di dalam ruangan']"
Teh Tarik Jun's,Quick Bites,"['Minuman', 'Indonesia', 'Makanan Jalanan']",Beji,Not Rated Yet,TIdak cukup Ulasan,-6.3635630000,106.833413000,"https://www.zomato.com/id/jakarta/teh-tarik-juns-beji-depok
","Jl. Margonda Raya No. 489 A, Beji, Depok",Rp90.000 untuk 2 orang (perkiraan),"['Di dalam ruangan', 'Area Merokok']"
Nasi Campur Cemara,Quick Bites,"['Asia', 'Chinese']",Cipondoh,Not Rated Yet,Not Reviewed Yet,-6.1896510000,106.700583000,"https://www.zomato.com/id/jakarta/nasi-campur-cemara-cipondoh-tangerang
","Rukan Great Wall B.98, Jl. Green Lake City Boulevard, Cipondoh, Tangerang",Rp130.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Soto Kudus Cideng,Quick Bites,"['Indonesia', 'Soto']",Tanah Abang,Not Rated Yet,TIdak cukup Ulasan,-6.1812090000,106.813089000,"https://www.zomato.com/id/jakarta/soto-kudus-cideng-tanah-abang
","Jl. Cideng Barat Dalam No. 4B, Tanah Abang, Jakarta",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Menu Makan Siang', 'Di dalam ruangan']"
Bakso Podomoro,Quick Bites,['Bakso'],Cakung,Not Rated Yet,TIdak cukup Ulasan,-6.1957664153,106.935610547,"https://www.zomato.com/id/jakarta/bakso-podomoro-1-cakung
","Jl. Penggilingan Elok, No. 49, Cakung, Jakarta",Rp50.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Orchard Road Ice Cream Singapore,Dessert Parlor,['Ice Cream'],Kelapa Gading,Not Rated Yet,TIdak cukup Ulasan,-6.1464070863,106.892141327,"https://www.zomato.com/id/jakarta/orchard-road-ice-cream-singapore-3-kelapa-gading
","Mall Artha Gading, Lantai 1, Jl. Boulevard Artha Gading, Kelapa Gading, Jakarta",Rp50.000 untuk 2 orang (perkiraan),"['Hanya Bawa Pulang', 'Desserts and Bakes']"
Nasi Goreng Semarang,Food Court,['Indonesia'],Senen,Not Rated Yet,TIdak cukup Ulasan,-6.1769166265,106.841102242,"https://www.zomato.com/id/jakarta/nasi-goreng-semarang-senen
","Plaza Atrium, Lantai 4, Food Colony, Jl. Senen Raya No. 135, Senen, Jakarta",Rp90.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Sop Iga & Soto Ayam Fatimah,Food Court,"['Soto', 'Indonesia']",Gambir,Not Rated Yet,TIdak cukup Ulasan,-6.1798230000,106.825273000,"https://www.zomato.com/id/jakarta/sop-iga-soto-ayam-fatimah-gambir
","Lenggang Jakarta, Blok C-6 Jl. Medan Merdeka Selatan, Gambir, Jakarta",Rp50.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan']"
Phet Coffee,Kafe,"['Kafe', 'Kopi']",Jatisampurna,Not Rated Yet,TIdak cukup Ulasan,-6.3626453258,106.922239400,"https://www.zomato.com/id/jakarta/phet-coffee-jatisampurna-bekasi
","Jl. Raya Pasar Kranggan Ruko. 9 Jatisampurna, Bekasi",Rp120.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Wifi Tersedia', 'Di dalam ruangan', 'Area Merokok']"
Bakmi Siantar Tujuh Naga,Food Court,['Bakmi'],Kelapa Gading,Not Rated Yet,TIdak cukup Ulasan,-6.1571841441,106.909985393,"https://www.zomato.com/id/jakarta/bakmi-siantar-tujuh-naga-kelapa-gading
","Mall Kelapa Gading 3, Lantai 3, Eat & Eat, Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
The Grit Coffee and Talent House,Kafe,"['Kopi', 'Indonesia']",Pinang Ranti,Not Rated Yet,TIdak cukup Ulasan,-6.2904910000,106.883843000,"https://www.zomato.com/id/jakarta/the-grit-coffee-and-talent-house-pinang-ranti
","Jl. Raya Pondok Gede No. 15, Pinang Ranti, Jakarta",Rp50.000 untuk 2 orang (perkiraan),"['Sarapan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Area Merokok', 'Tempat duduk di luar', 'Wifi Tersedia']"
Kopi Kopi,Toko Minuman,"['Kopi', 'Hanya Minuman']",Pasar Minggu,Not Rated Yet,TIdak cukup Ulasan,-6.2807389059,106.828750670,"https://www.zomato.com/id/jakarta/kopi-kopi-1-pasar-minggu
","Pejaten Village, Eat and Eat, Lantai 3, Jl. Warung Jati Barat, Pasar Minggu, Jakarta",Rp50.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Kopi Senayan,Toko Minuman,['Kopi'],Senayan,Not Rated Yet,TIdak cukup Ulasan,-6.2321350000,106.795787000,"https://www.zomato.com/id/jakarta/kopi-senayan-senayan
","Hanglekir Exchange, Jl. Hang Lekir No. 2, Senayan, Jakarta",Rp70.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Wifi Tersedia', 'Di dalam ruangan', 'Area Merokok', 'Desserts and Bakes']"
Ketupat Rusmini,Food Court,['Betawi'],Tebet,Not Rated Yet,TIdak cukup Ulasan,-6.2241270000,106.843212000,"https://www.zomato.com/id/jakarta/ketupat-rusmini-tebet
","Kota Kasablanka, Lantai 2, Eat & Eat, Jl. Casablanca Raya, Tebet, Jakarta",Rp70.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Geprek Mewek,Quick Bites,['Indonesia'],Larangan,Not Rated Yet,TIdak cukup Ulasan,-6.2446630000,106.745930000,"https://www.zomato.com/id/jakarta/geprek-mewek-larangan-tangerang
","Jl. H. Adam Malik No.65, Larangan, Tangerang",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Parkir Gratis', 'Area Merokok', 'Di dalam ruangan', 'Hanya untuk reservasi meja']"
Bakmi Korio,Quick Bites,['Bakmi'],Serpong Utara,Not Rated Yet,TIdak cukup Ulasan,-6.2390859425,106.651706099,"https://www.zomato.com/id/jakarta/bakmi-korio-serpong-utara-tangerang
","Pasar 8, Ruko RH 11, Jl. Jalur Sutera, Serpong Utara, Tangerang",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Gerobak Lattee,Toko Minuman,"['Kopi', 'Minuman']",Sawangan,Not Rated Yet,TIdak cukup Ulasan,-6.4037560000,106.741688000,"https://www.zomato.com/id/jakarta/gerobak-lattee-sawangan-depok
","Jl. Raya Bojongsari No. 23, Sawangan, Depok",Rp50.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar']"
Green Bowl,Quick Bites,['Chinese'],Cengkareng,Not Rated Yet,TIdak cukup Ulasan,-6.1349177623,106.719622649,"https://www.zomato.com/id/jakarta/green-bowl-2-cengkareng
","Ruko Taman Palem Lestari, Jl. Taman Palem Lestari, Cengkareng, Jakarta",Rp60.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Bebek Goreng Hartati,Food Court,['Jawa'],Gunung Sahari,Not Rated Yet,TIdak cukup Ulasan,-6.1618885796,106.839046664,"https://www.zomato.com/id/jakarta/bebek-goreng-hartati-gunung-sahari
","Golden Truly Mall, Lantai 1, Food Court, Jl. Gunung Sahari No. 59, Gunung Sahari, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Dapur Kurnia,Quick Bites,['Sunda'],Taman Mini,Not Rated Yet,TIdak cukup Ulasan,-6.3044740000,106.895678000,"https://www.zomato.com/id/jakarta/dapur-kurnia-taman-mini
","Taman Mini Indonesia Indah, Jl. Dunia Air Tawar, Taman Mini, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Tempat duduk di luar']"
Waroeng Citra,Quick Bites,['Indonesia'],Serpong Utara,Not Rated Yet,TIdak cukup Ulasan,-6.2312230000,106.672580000,"https://www.zomato.com/id/jakarta/waroeng-citra-serpong-utara-tangerang
","Jl. Komp. Duta Bintaro, Blok A2 No. 1, Serpong Utara, Tangerang",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Yuniknak,Quick Bites,['Indonesia'],Dharmawangsa,Not Rated Yet,TIdak cukup Ulasan,-6.2391500000,106.815279000,"https://www.zomato.com/id/jakarta/yuniknak-1-dharmawangsa
","D'Cube, Jl. Wolter Monginsidi No. 104, Dharmawangsa, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Warung Kaikee,Quick Bites,['Korea'],Kemang,Not Rated Yet,TIdak cukup Ulasan,-6.2557648569,106.814203038,"https://www.zomato.com/id/jakarta/warung-kaikee-kemang
","Jl. Kemang Raya No. 31, Kemang, Jakarta",Rp150.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Area Merokok', 'Tempat duduk di luar', 'Di dalam ruangan']"
"Masakan Khas Medan ""Sasa""",Food Court,"['Chinese', 'Medan']",Mangga Dua,Not Rated Yet,TIdak cukup Ulasan,-6.1382173098,106.831414438,"https://www.zomato.com/id/jakarta/masakan-khas-medan-sasa-mangga-dua
","Mangga Dua Square, Lantai 3, Food City, Jl. Gunung Sahari, Mangga Dua, Jakarta",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Pempek Palembang Rudi Rakino,Kaki Lima,['Palembang'],Dharmawangsa,Not Rated Yet,TIdak cukup Ulasan,-6.2475551140,106.800790652,"https://www.zomato.com/id/jakarta/pempek-palembang-rudi-rakino-dharmawangsa
","Loksem JS 32 - Pujasera Melawai, Jl. Melawai No.22, Melawai, Jakarta",Rp60.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Kaki5 Bersertifikat BPOM']"
Kedai Tus Tus,Quick Bites,['Indonesia'],Pondok Aren,Not Rated Yet,TIdak cukup Ulasan,-6.2871680000,106.703000000,"https://www.zomato.com/id/jakarta/kedai-tus-tus-pondok-aren-tangerang
","Pondok Pucung Indah 2, Jl. Jombang Raya, Blok A 23 No. 6B, Pondok Aren, Tangerang",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
I Love Crepes,Kios,"['Desserts', 'Snacks']",Bekasi Selatan,Not Rated Yet,TIdak cukup Ulasan,-6.2545890000,106.989819000,"https://www.zomato.com/id/jakarta/i-love-crepes-bekasi-selatan-bekasi
","Revo Town, Lantai Lower Ground, Jl. Jend. Ahmad Yani, Bekasi Selatan, Bekasi",Rp50.000 untuk 2 orang (perkiraan),['Hanya Bawa Pulang']
Nasi Goreng Gila & Soto Ayam Warung Ridwan,Food Court,['Indonesia'],Gambir,Not Rated Yet,TIdak cukup Ulasan,-6.1800909152,106.825324483,"https://www.zomato.com/id/jakarta/nasi-goreng-gila-soto-ayam-warung-ridwan-gambir
","Lenggang Jakarta, Blok A-18 Jl. Medan Merdeka Selatan, Gambir, Jakarta",Rp50.000 untuk 2 orang (perkiraan),"['Sarapan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Kaki5 Bersertifikat BPOM', 'Area Merokok', 'Di dalam ruangan']"
Coffee In The Day,Kafe,"['Kafe', 'Kopi']",Cibodas,Not Rated Yet,TIdak cukup Ulasan,-6.2215420000,106.616439000,"https://www.zomato.com/id/jakarta/coffee-in-the-day-cibodas-tangerang
","Jl. Imam Bonjol No. 32, Cibodas, Tangerang",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Desserts and Bakes', 'Di dalam ruangan']"
Cane Coffee,Quick Bites,['Indonesia'],Jagakarsa,Not Rated Yet,TIdak cukup Ulasan,-6.3103600000,106.838899000,"https://www.zomato.com/id/jakarta/cane-coffee-jagakarsa
","Jl. Tj. Barat Raya No.2B, Jagakarsa, Jakarta",Rp100.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Mie Ayam Selaras,Quick Bites,['Jawa'],Sukmajaya,Not Rated Yet,TIdak cukup Ulasan,-6.4068531825,106.840693205,"https://www.zomato.com/id/jakarta/mie-ayam-selaras-sukmajaya
","Jl. Tole Iskandar, Sukmajaya, Depok",Rp50.000 untuk 2 orang (perkiraan),"['Sarapan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Warong Manado,Food Court,['Manado'],SCBD,Not Rated Yet,TIdak cukup Ulasan,-6.2259920000,106.806427000,"https://www.zomato.com/id/jakarta/warong-manado-scbd
","Energy Building, Lantai B1, Food Court, Jl. Jenderal Sudirman, SCBD, Jakarta",Rp60.000 untuk 2 orang (perkiraan),"['Sarapan', 'Bawa Pulang Tersedia', 'Di dalam ruangan']"
Ayam Taliwang,Food Court,['Indonesia'],Jatinegara,Not Rated Yet,TIdak cukup Ulasan,-6.2235880476,106.878541857,"https://www.zomato.com/id/jakarta/ayam-taliwang-jatinegara
","Mall@Bassura City, Lantai 2, Eat & Eat, Jl. Jendral Basuki Rahmat No. 1, Jatinegara, Jakarta",Rp90.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Cowcow Brico,Quick Bites,['Fusion'],Sudirman,Not Rated Yet,Not Reviewed Yet,-6.2061644937,106.821625717,"https://www.zomato.com/id/jakarta/cowcow-brico-sudirman
","Wisma Keiai - Kyoei Prince, Lantai Basement, Jl. Jenderal Sudirman, Sudirman, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Gado Gado Ny. Moy,Food Court,['Indonesia'],Senen,Not Rated Yet,TIdak cukup Ulasan,-6.1771159575,106.841145157,"https://www.zomato.com/id/jakarta/gado-gado-ny-moy-senen
","Plaza Atrium, Lantai 4, Food Colony, Jl. Senen Raya number. 135, Jakarta, Indonesia",Rp60.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Pempek Bro!,Quick Bites,['Palembang'],Cengkareng,Not Rated Yet,TIdak cukup Ulasan,-6.1420561999,106.731876656,"https://www.zomato.com/id/jakarta/pempek-bro-cengkareng
","Jl. Mutiara Taman Palem, Blok B8 No. 61, Cengkareng, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
"Sop Kaki Kambing ""Bang Mail""",Kaki Lima,['Indonesia'],Senopati,Not Rated Yet,TIdak cukup Ulasan,-6.2366232546,106.815247088,"https://www.zomato.com/id/jakarta/sop-kaki-kambing-bang-mail-senopati
","Pujasera Blok S, Food Court, Jl. Birah 7, Senopati, Jakarta",Rp80.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Kaki5 Bersertifikat BPOM']"
Geometry Haircut & Coffee,Kafe,['Kopi'],Cimanggis,Not Rated Yet,TIdak cukup Ulasan,-6.3684151743,106.848427355,"https://www.zomato.com/id/jakarta/geometry-haircut-coffee-cimanggis-depok
","Jl. Pondok Duta Raya No. 61, Cimanggis, Depok",Rp100.000 untuk 2 orang (perkiraan),"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Mie Bangka,Quick Bites,"['Bakmi', 'Bangka']",Gunung Sahari,Not Rated Yet,TIdak cukup Ulasan,-6.1377090000,106.832888000,"https://www.zomato.com/id/jakarta/mie-bangka-gunung-sahari
","Jl. Gunung Sahari Raya No. 2, Gunung Sahari, Jakarta",Rp50.000 untuk 2 orang (perkiraan),"['Sarapan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Prasmanan', 'Area Merokok']"
KepitingQu,Casual Dining,"['Seafood', 'Indonesia']",Pondok Melati,Not Rated Yet,TIdak cukup Ulasan,-6.3147020356,106.940083466,"https://www.zomato.com/id/jakarta/kepitingqu-pondok-melati-bekasi
","Jl. Puri Gading Raya No. 2, Pondok Melati, Bekasi",Rp150.000 untuk 2 orang (perkiraan),"['Pesan Antar', 'Bawa Pulang Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan']"
